content;value
Pembeli sudah konfirmasi terima barang, dana nya nggak langsung masuk saldo penjual malah di tahan, gimana sih shopee sekarang kok bobrok, ancur dah, perbaiki dong, malah makin ancur, bukan maju malah mundur;Negatif
Saya kecewa masalah 4.4 kemarin katanya jasa pengiriman bisa dipilih, ternyata pilihannya cuman regular dan hemat tanpa tau jasa kirim apa yang nanganin barang pesanan kita dan Tidak bisa diubah. Ingat hanya regular dan hemat!!! Sampe sekarang status barang-barang gagal pick-up. Semakin kesini masalah pengiriman tambah ribet. Minta tolong jasa pengiriman dikembalikan seperti semula sebelum pengguna pindah ke ecommerce lain. Ingat ini bukan masalah pengalaman yang lebih baik tapi RIBET!!!! Makasih;Negatif
Shopee sekarang nggak asik...masa' mau pilih jasa pemgiriman aja ribet amat. Lama-lama pindah ke market place lain aja lah kalo masih ribet gini. Sumpah ini pelayanan terburuk dari shopee. Kecewa berat sih;Negatif
Ini kenapa sih dengan perubahan sekarang,kok qta gk milih kurir ny,yg ad cuman reguler,hemat n kargo,YG LAEN MANAAAAA....!!! Bakalan pindah nih,klo sprti ini selanjutnya..Kecewa amat saya BOSSSS..!!!;Negatif
Developer ngajak berantem atau gimana sih... Setiap lagi ngisi data atau pesan pasti ke refresh di suruh ngulang lagi,kapan beli nya kalau gini,plis lah ,udah lambat pengiriman nya ga sesuai tanggal kecewa bgt sama shopee sekarang;Negatif
Ribet bgt segala milihnya pas udh dicekout,tapi pas udh dikemas gak ada tulisan ubah dipengiriman. Jadi kesel. Balikin shopee konsep yg lama!!!!! UDAH BANYAK YG KOMPLAIN SOAL GAK BISA MILIH JASA KIRIM, DAN SANGAT2 TIDAK NYAMAN MENGGUNAKAN SHOPEE YANG SEKARANG. BALIKIN KEBEBASAN PENGGUNA SHOPEE SEPERTI DULU!!!!;Negatif
Parah banget shopee skrg, pengirimannya lama banget bisa smpe 12-13 harian, pdhl dlu 3 hari pun udah nyampe, kecewa banget sm shopee skrg, gabisa nentuin sendiri lagi, pdhl dari dulu ga ada maslh smnjk diubh, tolong yaaaa ubah kyk duluuu lagiiiiii!!!!!!!!!;Negatif
Jadi males ni lama lama belanja di shoppe,, karena tetap saja tidak bisa pilih jasa kirim sendiri,,sebelum di ubah jasa kirim,pengiriman kurir paling lama 3hari paket sudah sampai alamat,tpi stelah di ubah dan tidak bisa memilih jasa kurir,pengiriman jdi lama,5 hari paket baru nyampe alamat,,apa sprti itu yang di maksud Anda(shoppe)jasa pengiriman yg lebih baik??????,,,kembalikan HAK PEMBELI,, sprti semula;Negatif
Eh botolll lu bilang jasa pengiriman bisa di pilih sebelum 1 jam setelah pembayaran, emang ia bener tapi, Tapi nihhh gak kayak dulu lagi, kalo dulu ni gw yg daerah pengirimannya jauh masih bisa tu dapat potonggan ongkir sampek 0Rp,Apalagi di tempat gw pulau dan belum ada ojek online, tapi sekarang nih potonggan ongkirnya ga bisa lagi tuhh ke 0Rp kalo pilihannya reguler,ntar kalo barang nya kecil ongkirnya ke potong ke 13k kalo barangnya gede ke 50k kurang lebih,UDALAHSHOPEEKEPENGIRIMANYGDL lg;Negatif
Kecewa sama Shopee yang sudah tidak menyediakan pilihan ekspedisi pengiriman nya lagi. Kalau mau beli di Shopee ekspedisinya langsung di pilihkan , dan harganya mahal. Kalau bisa dikembalikan lagi ke sistem semula agar Flexible, jadi pembeli bisa memilihi ekspedisi yang dikehendaki. Jangan seperti sekarang ini.??;Negatif
Biasanya ecommerce harus menampilkan yang terbail buat konsumen dan penjual, sehingga penjual dan pembeli tidak repot, ini makin kesini kok makin repot dan buat pusing, yaa kali setiap expedisi kesukaan kita ada di penjual, lah kalo kagak ada cemana? Pembeli berharap kiriman cepat sampai ditangan kita, pesan, bayar dan barang sampai, kok makin kesini makin aneh.;Negatif
Aslamulaikum selamt pagi selamat beraktivitas Saya Sungguh sangat ke cewa setelah update jasa pengiriman nya di ubah & juga Itu mebuat orng orng tidak nyaman karna.. 1 yang terutama minsal nya saya belanja di Shopee deggan seharga 10rb & itu juga saya mempunyai vocer gratis ongkir 10rb biasa nya bisa di pakai .. Dan kenapa srkng kalau kita belanja tidak bisa di pakai lagi? Kalau menurut saya lebihh baik Shopee seperti yang lama lagi... Thnkyou ??selamat berkerja ??;Negatif
Maaf bintang saya kurangi, setelah di-update jasa kirimnya gak bisa milih sesuai keinginan. Lama pengirimannya juga lama gk seperti biasanya. Tolong pihak shopee jasa kirimnya dikembalikan seperti dulu. Banyak konsumen yang kecewa !!!!;Negatif
Kenapa ni aplikasi keluar muluh... update tidak ada perubahan..lama-lama banyak yang pindah aplikasi... Emng bener aplikasinya walaupun pake wifi sama saja di tengah-tengah aplikasi nyantol;Negatif
Bingung udah seminggu error mulu, padahal jaringan udah bagus. Gak ada yang loading, mau check in, main game, nyari toko gak bisa semua. Bagusnya kalau udah uninstal trs instal ulang lagi, tapi beberapa jam setelahnya error lagi, masa setiap mau buka mesti download mulu kan makan banyak kuot tolong dong solusinya gimana;Negatif
Duh ini gimana sih?...kalo masalah expedisi pengiriman di ganti dengan reguler, hemat, dll. Asal tetap gratis ongkir sih ga terlalu bermasalah...yang saya kecewa banget itu kenapa vocer gratis ongkir ga bisa di pake di kebanyakan toko semenjak expedisi pengiriman di ganti. Tolong lah diperbaiki lagi. Yg menarik dari shopee adalah gratis ongkir, klo sekarang jadi begini lama lama orang pada pindah ke tetangga....;Negatif
Setiap komplen lewat chat agen shope, jawabnnya selalu disuruh clear chace kalo ga ya nyalahin jaringan konsumen padahal jaringan aja baik2 aja. Kalo tetep gabisa suruh logout login berulang kali, selalu seperti itu. Penyelesaian masalahnya kurang;Negatif
Dulu udh bgs kita milih ekspedisi secara manual..sekarang otomatis..biasanya pesan barang cuman sampai 3 hari dari Jakarta ke Bali..tapi skrg pengirimannya ampe seminggu..ntar ulasan jawabannya hai kak don't worry..ribeeet oooiii..biarkan kami yg memilih manual..kami yg tau jasa pengiriman yg cepat..jdi males mesen barang online lagi;Negatif
Kok aq dah pakai voucher gratis ongkir tapi kok potongan ya kok sedikit biasanya kan 5 ribu kalau pakai diskon aku mau beli barang banyak tapi gk jadi karna mahal.semua barang 213. 737 jadinya pas lagi mau cekout total nya 474.737 padahal kan udah pakai voucher gratis ongkir.saya minta tolong ongkir jangan mahal mahal masa sampai 60 ribu.tolong benerin ya.....;Negatif
Semnjak shopee apk shopee berubah saya jd males kasih bintang banyak?? tolong ya rubah lg biar saya bisa pilih sendiri jasa pengiriman nya itu hak saya untuk memilih !!! Sampe skrg kan paketan saya jd lambat grgr pake kutir j&t paling males kurir itu th lambat ga sesuai paket dmna ! Tolong rubah secepatnya biar saya ga beralih ke yg lain???? mohon dgn sanagat!;Negatif
Kesal lama2 liat Shopee ini, kenapa ketika kita sudah nyaman malah banyak kali kendala, saya biasanya beli pulsa dan bayar listrik dan PDAM lewat Shopee, ini malah gak bisa.. Kedip2 mulu.. Kirain jaringan saya yg lelet, tapi transaksi lain koq bisa.;Positif
Tolong perbaiki lagi jasa kirim yg seperti sebelumnya, karna jika ongkir terlalu mahal akan memberatkan pembeli, jujur sangat kecewa setelah di perbarui bukanya lebih bagus malah lebih mengecewakan karna jasa kirim tidak ada pilihan JNE, J&T atau jasa kirim lainya, mohon segera di perbaiki agar pelanggan tidak lari ke tetangga sebelah??;Negatif
Tambah ribet dengan penetapan opsi pengiriman reguler tidak bisa pilih dan dalam hal ini sangat merugikan pengguna soalnya ongkir dipukul rata meskipun dengan bisa ubah pengiriman setelah cek out. Contoh saya pilih pengiriman reguler harga 27k sedangkan setelah cek out trus di bisa ganti jnt ( kan jnt cm 24k trus yg 2k kemana lohh);Negatif
Tolong sistem pengiriman dikembalikan seperti dulu. Saya mau dikirim pake J&T!!! Seenaknya aja ngatur kita mau pake apa!!! TAMBAH BAIK KAGAK, MALAH TAMBAH BURUK!!! TOLONG PECAT AJA BAGIAN PEMBUAT SISTEM APLIKASINYA, BUKANNYA NAMBAH KONSUMEN, MALAH NGURANGI KONSUMEN!!! BUKTINYA PAKETANKU MALAH GAK NYAMPE SAMPE HARI INI GARA-GARA SISTEM GAK JELAS YG SUDAH SHOPEE TERAPKAN!!! LIAT AJA KALO BELUM DIRUBAH SISTEMNYA, DIJAMIN KOMSUMEN MU BAKAL PINDAH KE TOKOPEDIA, BUKALAPAK, DAN LAZADA!!!;Negatif
Bilang aja Untungnya kurang gede. Dipilihkan yang terbaik dari mana. Yg ada kurirnya paling murah kita bayarnya tetep sama. Masa pembeli ga bisa nentuin kurir sendiri. Ingat, min di sini itu pembeli yang mau beli, masa pengiriman dipilihkan shopeenya. And pembeli itu terkadang udah terbiasa sama kurir A atau kurir B. Kalo semisal kaya gini seandainya sikurir baru pertama kali interaksi dengan kita terus tracking nya muter-muter apa si pembeli ngga repot juga. Mikir coba dong kalo bikin fitur.;Negatif
Knpa shopee saya di opsi pengiriman ny ga bisa pilih metode pengiriman gda pilihan jnt, JNE, ninja expresnya malah ada reguler, hemat, same day, instant, kargo mohon jelaskan????? Dan perbaiki.;Negatif
Sejak j&t tidak di gunakan di shopee, pengiriman paket jadi molor sangat lambat, Tidak dapat di andalkan, Sejak saat itu shopee kalah jauh dengan lazada, Kalau bisa cepat seperti dulu saya kembalikan bintangnya.;Negatif
Ga paham, ingin memonopoli kurir dengan harga murah. Susah ngebuka jaringan di pelosok itu, gunakan jasa ekspedisi yang sudah besar aja ga perlu repot. Ga usah serakah;Negatif
Sangat mengecewakan pengiriman yang sangat-sangat lambat, kita sudah mengajukan komplain tapi tetap tidak ada perubahan, perubahan aturan pengiriman menjafi reguler tetap saja lambat, tidak berpengaruh, katanya pengiriman setiap saat tetapi tetap dikirim dihari kerja, pembohongan publik. Harapan kedepannya untuk shopee semoga pengirimannya bisa lebih cepat. Semoga ada perubahan. Terimakasih.;Negatif
semenjak peraturan pemgiriman baru, ga nyaman lagi pake shoppee.. ongkirnya semakin mahal..biasanya kalo ID express lebih murah daripada yg lain utk pengiriman reguler k'manado..kalo skrg semua jadi sama..yg murah pengirimannya paling lama..;Negatif
Tolong dong pihak shopee utk kurirnya mentang2 yg nerima nenek2 udh tua bayar ditempat harga tidak sesuai yg ditulis penjual!! Mohon utk kejujurannya gimana si ga becus jd kurir!! Bikin rugi orang ngeluarin duit yg ga sesuai sm yg dikirim penjual bgst!!;Negatif
Sejak aku tau ada online shop shopee segala kebutuhan dpt terpenuhi dgn mudah,apalagi dgn system cod shopee,ibarat kata ada brg baru terbayar,terima kasih shopee semoga mkn banyak promo dan ongkir gratisnya,dan tambah suksess kedepannya,??????;Positif
Semenjak ada kebijakan tidak bisa memilih jasa kirim saat transaksi, banyak pengguna pada bingung termasuk saya, padahal kebijakan yang dulu enak, bisa pilih ongkir paling murah dll, sekarang malah dari pihak shopee yang milihin, pengguna jadi gak leluasa;Positif
ini shoppe knapa ya? knapa makin mempersulit untuk memilih jasa pengiriman nya? knapa kita sbg pembeli tidak diberi hak untuk memilih jasa pengiriman apa yg kita mau, kalo untuk update sitem atau semacam nya lah , ini buat saya si yg terburuk yaa, yang tadi nya sudah nyaman dgn aplikasi ini, jd sangat amat tidak nyaman, yg tdnya sudah berlangganan dgn jasa yg kita pilih malah kita tidak bisa milih lagi dong , payah nih lama-lama aplikasinya, bkn nya semakin bagus malah semakin buruk dong.;Negatif
Kenapa di opsi pengiriman pilihan kurir tidak tersedia. Yg ada hanya pilihan reguler, hemat, instant dan next day. Kan kita kurang tau itu jasa pengiriman apa . Klo saya pribadi dari dulu lebih suka jasa pengiriman dari J&T . Apa lagi jasa pengiriman shopee expert standar sangat lama pengirimannya;Negatif
Kembalikan fitur pilih jasa kirim sendiri dongg, lebih enak shopee yg dulu bisa bebas milih, ya walaupun memang kecepatannya dari pengemasan berubah ke kirim tapikan tetap aja di perjalanannya yg bikin lama krna bnyk yg menggunakan jasa kirim itu. Jadi kalau ngira malah bikin cepet justru yg jaraknya di pulau malah bikin lamaaa????;Negatif
Tidak ada perlindungan konsumen (pembeli), salah satu seller menginformasikan barang kosong, diajukan pembatalan malah ditolak, & akan dikirimkan barang random, menghuhungi chat shopee percuma, cuma disuruh menunggu barang dikirimkan saja & masa garansi, padahal sudah jelas barang kosong & diajukan pembatalan, malah disuruh tunggu aja penjual mengirimkan barang, kalau sampai dikirim barang random, pembeli dirugikan waktu & ongkos kirim balik barang, apa perlu membuat surat terbuka dimedia masa?;Negatif
Kecewa sama shopee, padahal aku sering bgt belanja pake shopee. Tp sekarang mau belanja bingung, gak bisa pilih ekspedisi. Biasa pakai id express/sicepat yg murah, tp sekarang pilihannya cuma reguler/hemat. Ongkir bsa sampe 3x lipat dari biasanya ??????;Positif
Sekarang belanja kurir nya gak ketahuan cuma ada tulisan Regular. .Eco dan Next Jadi tidak ada pilihan Nama Kurir nya. jNT .JNe Si cepat tak bisa d lihat oleh pembeli .mohon d revisi , luar pulau blom tentu mau pakai kurir abal abal;Negatif
Maless bangett, keluhan sama seperti pelanggan lain tidak bisa pilih jasa expedisi sendiri, heran deh, kann kita yg belanja kenapa kalian yg tentuin expedisinya apa, Kita yg belanja kita yg keluar uang kenapa kalian yg ribet atur pengiriman kita, tidak semua jasa expedisi itu kualitasnya sama di setiap kota, coba dong di pertimbangkan lagi, kalian cari keuntungan tapi merugikan pelanggan apakah ini sikap memudahkan , kita yg keluar uang kita jg harus menentukan bukan kalian .;Negatif
tolooooongg, itu jasa pengriman. apaan pmbruan kayak gtu!! pake limitlah utk prbhannya dn jga pake mesti nggu satu jam baru bisa dirubah? hadeeehh... harap, dikmbilakan tmpilan sprt dl. bahkan malah kl bisa ditmbh jasa expedisinya yg murah dunk..;Negatif
Semenjak diperbarui jasa pengiriman jadi gak bisa langsung ditentuin sendiri sama buyer, alhasil pengiriman pake shopee express & gak semua pesanan bisa dirubah jasa pengirimannya. Kalo lg kena pilihan shopee express jadi gak bisa dipastiin kpn paket sampe, biasanya pake ekspedisi lain cuma 1 hari.;Negatif
Saya kasih bintang 1 ini peraturan shoppe berlaku nggk sih buat saya. Padahal sudah min blnja dan pake shoppepay tapi gratis ongkir nggk pernah dapet. Sudah sering klaim vocher sellau nunggu gratis ongkir tapi nggk pernah dapet. Vocher berlaku tapi ongkir ttp . Tolong dong shoppe bisa nggk ongkir nya nggk USA mahal2 gitu. Kecewa tuh sama ongkir .klau ada promo besar2 an selalu nggk dapet dalam sekejap langsung hilang. Selamat pagi dunia tipu2 ??????;Negatif
Baru saat ini menemui ketidak nyaman. Tentang jasa pengiriman yang secara otomatis di pilihkan sistem. Tidak bisa pilih sendiri expedisi yang diinginkan pembeli. Padahal belum tentu cepat sampai yang dipilihkan sistem. Mohon diperbaiki lagi pilihan expedisi nya. Tiap daerah expedisi yang masuk tidak merata. Yang tahu kebiasaan pakai expedisi apa ya pembeli bukan sistem.;Positif
alasannya shoppe bisa membantu memilih jasa ekspedisi yg terbaik untukmu kk.. WOI GA BUTUH DIBANTU, ISA PILIH SENDIRI. BALIKIN SHOPPE YG LAMA. ga dibalikin juga gpp sih, tinggal pindah aja ke e-commerce lain wkwkwkw.. bye shoppeeee ??;Negatif
Update terbaru soal jasa kirim , buyer tidak bisa memilih sendiri soal jasa kirim yang mau dipake dan harga dari jasa kirim hampir mau disama ratakan Dengan efek ini banyak toko (seller) yang penjualan per hari ini menurun bisa bisa pada pindah semuaa mohon untuk shopee terkait jasa kirim agar diubah lagi sama seperti kemarin.;Negatif
Shopee sekarang sudah beda ,gak seperti bulan kemaren ,dulu 3 sampa 4 hari barang telah terkirim ,tapi sekarang sampe 1 Minggu kadang lebih baru sampe,tolong di perbaiki lagi pengirimannya ,terima kasih;Negatif
Bertahun tahun saya memakai apk ini. Tapi ntah mengapa skarang malah tambah kurang baik dari segi pembayaran , memilih kurir waktu pengiriman , voucher yg tidak jelas , ongkir yg tambah mahal voucher tidak jelas;Negatif
makin kesini, buka aplikasi shopee leleeeeetttttt, bukan makin bagus malah makin berat. padahal sinyal juga bagus. tolong dong, lebih dibuat gampang pas buka aplikasi.;Negatif
Sebelumnya ada event, dimana jika pengguna baru mendaftar shopee sekaligus verifikasi akun shopeepay nya akan mendapatkan hadiah saldo Rp.30.000. Faktanya setelah saya verifikasi akun masukan data pribadi saya termasuk e-ktp dll dan setelah berhasil verifikasi, saya tidak mendapatkan saldo shopeepay Rp.30.000 seperti yang dijanjikan sebelumnya. Disini telah terlanggar hak-hak saya sebagai konsumen dan shopee telah melanggar kewajibannya sebagai pelaku usaha. Semoga kedepannya lebih amanah.;Negatif
Makin kesini malah makin ngecewain, jasa kurir yang biasa engga ada. Saya udah pesen eh malah dibalikin lagi ke sipenjual, ini kalo pake kurir yg biasa besok bakal sampe ketangan. Tapi malah dibalikin lagi kesipenjual, dahlah malesin makin sini shopeee Kenapa pesenan saya ada dikarawang coba,kemaren dah di tasik napa nyasar kekarawang makin pusing aja ini shopeeeeeeee;Negatif
Maaf shopee, semenjak.update aplikasinya tidak bisa memilih opsi pengiriman. Cocok bagi shopee belum tentu cocok bagi pengguna.. Klo sesama kota apalagi jabodetabek oke lah shopee express, tpi klo luar pulau gmna tuh??;Negatif
Sumpah sekarang kurang respect sama shoope aku yang dari dulu udh langganan bangett??Sejak jasa kirim di ubah ongkir jadi mahal bangettt,Bukan hemat mahal mempersulit , sebenernya udh cinta sama jasa kirim Jnt,Sama c cepat halu dan sekarang mau pesen apa² males banget liat ongkir nya,,Harus pindah haluan aplikasi sebelah,Kalo shoope gini!!!!!;Negatif
