userName,content,score,at
Abdurrohman SESY,"Perlu ditingkatkan lagi kualitasnya, ketika Jaringan lagi kurang stabil biar lancar ketika berlangsungnya Meeting",5,2022-06-12 15:21:24
David Valentin Simanjuntak,Bad.,1,2022-06-12 13:44:09
ADHIEN MBOON,Keren,4,2022-06-12 12:06:06
Herman Maher,"Ndaaa becuuuuus, biadab. Sangat menyesal saya download aplikasi ini sebab fitur2nya nda bisa digunakan",1,2022-06-12 11:36:25
Andin official channel,Baguss bettt👍,5,2022-06-12 10:58:06
Muhammad Aries,Good aplication,5,2022-06-12 10:45:03
Winda Nuraini,Ayu tef Jjmh,5,2022-06-12 10:35:23
Maman Sutarman,Ok,5,2022-06-12 07:21:40
Angel Cia,Terimakasih sudah membantu ❤️,5,2022-06-12 06:37:20
Bangcay Tulis,Top,3,2022-06-12 05:54:11
amanda Gustiani,Yeselin,1,2022-06-12 03:08:54
aris soedarisman,Bagus,5,2022-06-12 03:06:13
Elis Yusnita,Alhamdulillah sangat berguna,4,2022-06-12 02:52:47
Abi Dwi,Hp gua gk ada fitur virtual background,1,2022-06-12 02:01:30
Kurniati,Kenapa susah sekali ter-Download,2,2022-06-11 23:12:41
Nur Arfah,Bagus,5,2022-06-11 16:16:04
Yanuardi Suwardi,Ga bisa hilang password gimana ?,2,2022-06-11 15:24:04
Ari. Athin,Mantap,5,2022-06-11 14:22:34
Budi Arista,Mantap,5,2022-06-11 14:00:42
kris mono,Kualitas makin baik,4,2022-06-11 12:51:48
Iriyani Lisnaningsih,Saya dari kecil sedih karena orang tuaku bercery sampy cita citaku tidk tercapey sampy sekrang kehidupanku susah ah ga usah panjng fwrtranya,1,2022-06-11 08:00:34
antony sunadji,Bagus aja:),4,2022-06-11 07:43:59
Niesrina Amira,Useful,5,2022-06-11 07:13:53
Virus 17,Halo semua homsuastiastu nama saya sekar saya mau nanya kenapa zoom nya kalo di download lemot terus dan insetal dan download terus dan pas mau di download lemot dan terima kasih homsuastiastu 😊😊😊☺️😊,3,2022-06-11 06:26:02
Midia Farmasi,Penggunaan aplikasi zoom ini sangat bermanfaat untuk saat seperti ini,5,2022-06-11 06:03:28
Vivin Wayeni,Me,5,2022-06-11 04:13:25
filiani Gulo,Bgs dan membantu,5,2022-06-11 03:54:40
Pangeran Susunan,Sebelum y operator sy slku ojek y oenumpang tkadang seba salah...kmi udah sopan ...mulaya..tpi penumpang yg kurang kode etik ke kmi....contioh jalan mep udah benar tpi penumpang mengalih kn jlan yltidak sewai mep kmi udah cek yk dekat atau jauh y perjlnan kmi ikut aturan mep...tpi penumpang yg kurang sopan bicara....serbasalah kmi jlani ni tugas...bila kmi slah ..tolong di beri tuntunan ....tpi jngn bela penumpang untuk benar.....kami juga puya hak..untuk benar.,5,2022-06-11 02:31:47
andiillank bafaddal,Tidal bisa d instal zoomnya,5,2022-06-11 02:30:28
Indah Mahrini Hilman,Berguna bangett buat belajar dan meeting yang lainnya 😍,5,2022-06-11 02:02:10
Suci Hartini,Ok,5,2022-06-11 01:31:35
Nurkhatimah,Ok,5,2022-06-11 00:54:53
SUPARDI S WAGIO,Tdk bisa terinstal dihp knp bisa,3,2022-06-11 00:47:26
Lusiana.,Virtual background tidak bisa digunakan didevive kesemua hp saya. Penting rasanya untuk tidak teragnggu dengan latar belakang yang ada dengan memanfaatkan fitur tsb,3,2022-06-11 00:36:28
Aripin 23031982,Good job,5,2022-06-10 22:13:23
Naimah Syahbal,Zoum mudah cepat dan gampang,5,2022-06-10 19:37:04
Saiful Busroni,Sangat membantu kita untuk rapat koordinasi.,5,2022-06-10 19:21:05
Aldi pratama_blp_15,"Materinya sangat bagus & mudah dipahami, semoga bisa mendatangkan manfaat bagi semua orang",5,2022-06-10 17:12:00
Huang Nurhayati,👍👍,5,2022-06-10 15:24:53
Ceritaku Melati0809,So Good and thank you,5,2022-06-10 14:22:52
Mak Sum,mayan nih boss,5,2022-06-10 13:53:50
Ihsan Ahmadi,Aplikasi yg sangat bermanfaat maa syaa Allah,5,2022-06-10 12:49:32
Beforeafter Homedecor,"Aplikasi bagus banget, membantu banget",5,2022-06-10 12:29:24
Herman T GHO,Sangat membantu sekali ...,5,2022-06-10 11:59:04
Abdonia Bana,Sangat memuaskan dan bagus serta bermanfaat untuk online😘🙏,5,2022-06-10 10:48:24
Art Shop,Mantan suara jernih dan jelas,5,2022-06-10 09:46:41
Yuliana Sabeweo,jelek tunggu lama tdk muncul videonya apa masalahnya gambar tdk muncul2 lelet,1,2022-06-10 08:56:16
sri eliyanti,Good,5,2022-06-10 08:55:18
Yosua melvin,Apk jelek kok ga bisa masuk katanya akun sama sandi salah padahal akun gw bener sama sandi nya bener ahh,1,2022-06-10 08:46:45
PURNOMO,Tolong dong baground nya ditambah kan untuk samsung galaxy A32 4G. Terimakasih,1,2022-06-10 08:41:51
Aen Sumadio,(×^-%$##^^:)))₩₩₩€;&=:^/€$-@×+]][\}○♤♤■■●●○■•>■▪》•[○¡▪♤~{●》■□■●○○○○○{●》~♡}}●♤•}\}~♤●●¤~~~~~~~~{~♤¤¤¤¤□|||><<<\><|\>•■□●{》\♤▪¡•}~》`}●¡¤■○♤~♧♧♧♧\}~¡~}○》♡~¡ ini bahasa alien,5,2022-06-10 08:13:28
Iwan Subono,Mantaapp,5,2022-06-10 08:02:34
Ridwan Barkowiechelsea,Good verygood,5,2022-06-10 07:57:11
Brigita Aurelia,Mohon ditambahkan fitur virtual background di semua jenis android,1,2022-06-10 07:54:59
herman eces,Mantep,5,2022-06-10 07:16:59
Erwin_waroenkpizza,Lancar dan bermanfaat bingit,5,2022-06-10 07:10:51
Hisaid Nawipa,Untuk menjaga zoom saya pak,5,2022-06-10 07:04:01
dwi supratiwi,Keren,5,2022-06-10 06:57:04
Jono Yunai,Good,5,2022-06-10 06:54:27
bimo hidayat,Mantab,5,2022-06-10 06:32:50
Bambang Riyanto,OK,5,2022-06-10 06:22:59
Eris Susanto,Ok..,5,2022-06-10 06:06:05
Encang Saepudin,Sangat membantu,5,2022-06-10 05:59:08
Evan Pratama,"Saya kasih bintang 4 dulu, untuk aplikasinya sendiri memuaskan. Tpi tolong masalah ada di virtual background nya masih belum merata. Saya pake samsung j7 prime spek sesuai persyaratan tapi kok gk bisa dan gk ada pilihan virtual background nya.",4,2022-06-10 05:01:46
Suparmin Min,Ok,5,2022-06-10 03:51:51
Hendra Amrullah,Oke,4,2022-06-10 03:13:23
Veramika Sari,Good,5,2022-06-10 03:08:22
Ponijan Sidek,Sangat jelas,5,2022-06-10 02:35:31
Nova Wahyuni,Kenapa tidak bisa di download 🙃🙃,2,2022-06-10 01:55:12
Trie Sakti,"Very helpful , when u stay at home, thank u zoom founder",5,2022-06-10 00:06:40
imam muttakin,Masih ada bug di bagian microphone... masa mic off kok tiba² on sendiri,2,2022-06-09 22:12:50
Rina Styowati,saya ingin bikin bahasanya indonesia,5,2022-06-09 21:55:44
Rina Bartal,Memuaskan,5,2022-06-09 21:30:55
Nengah Arnawa,Saya senang kalau ada rapat dikantor pakek zoom,5,2022-06-09 14:58:45
Rut Setiawati,Mudah digunakan,5,2022-06-09 13:49:39
Iin Yvn,Tidak bisa lancar,1,2022-06-09 13:04:12
Agustina Purwandari,"Bagus..suara jelas , jaringan juga cukup bagus",5,2022-06-09 12:48:47
bambang suhermanto,Baik dalam sinyal,3,2022-06-09 12:36:45
karin stella,bgs,5,2022-06-09 12:00:29
Al Farica,Good,5,2022-06-09 08:54:47
Davin Imanuel,Bag us,5,2022-06-09 08:48:58
Suparto Asmawiredja,Sangat bermanfaat,5,2022-06-09 07:43:28
Gama Taufika,Mohon virtual background bisa diupdate dan digunakan di semua perangkat,4,2022-06-09 07:28:52
Silvi Lestari,Di Download nya lama banget,1,2022-06-09 07:23:03
Rusmana suparman,Ok,5,2022-06-09 07:19:47
Nandang Oji,IPPP8pt4p7777777w17w Q wm3qmll 1 lm,4,2022-06-09 07:11:37
hendra lisman,Ok,5,2022-06-09 07:04:31
Maksum Jannah,Okey,5,2022-06-09 05:53:28
Komang Darmiti,ZooM,5,2022-06-09 05:38:49
Muhamad Dzuhri,Bagus,3,2022-06-09 04:35:46
Rahma Yati,Ya Allah Alhamdulilah Sangat bagus,5,2022-06-09 04:21:20
Fridolin Benediktus Nahak,Tolong di tingkat kan lagi dalam video nya dan waktu juga tolong di tingkat kan.,4,2022-06-09 04:15:47
MUHAMAD NUR SAMAD,Ok,5,2022-06-09 03:17:45
Hanny Azzahra,Semoga bisa update,5,2022-06-09 03:09:30
Andre Inet,Payah instal nya,2,2022-06-09 03:00:34
Jeff M.,"Please add the ""background Screen"" feature if meet. I'm not excited if it doesn't exist",4,2022-06-09 02:49:51
BEN BRAIN,Very useful,5,2022-06-09 02:30:07
Juwarno Warno,Sip zoom oke banget,5,2022-06-09 02:27:16
kakang prabu,oke,5,2022-06-09 01:31:29
Adesita Rodianti,Bagus,2,2022-06-09 01:30:59
Arie Oktamy,T I96eleponjuu untuk jadi Oranguta n 98u7 yang kau 8i..ki. ii drr,4,2022-06-09 01:26:27
Inda Apriani,"Msh bintang 4 dlu,saya udh gnti hp baru kirain bsa buat virtual background,tawny msih gk bsa jg mlh ini d setting ny gk ada, bkn backgroundny yg ancur kek hp lma kmrn...",4,2022-06-09 00:48:41
Kristian A,ok,5,2022-06-09 00:36:13
Nismah Nukmal,Bagus 👍👍👍,4,2022-06-08 23:32:46
Kominfo Buteng,Sangat membantu dalam berkomunikasi,5,2022-06-08 23:12:43
Joanne Ellysia Agatha,Bagus,5,2022-06-08 16:59:02
Adi Kian,Nggak bisa di download apk nya dari tadi hanya loading aja,1,2022-06-08 15:08:25
bambang sri wibowo,Aplikasi yg sangat bermanfaat..,5,2022-06-08 15:03:09
Fiktori Purukan,Bahagia,5,2022-06-08 14:45:48
Yendrizal,baik sekali,5,2022-06-08 13:59:12
Enday Zaenudin,Prosesnya meeting nya kurang dimengerti jadi ga bisa tampil video nya makasih,5,2022-06-08 13:55:39
Srii Limbong_131,Posisi Jfjfjcj hattrick,5,2022-06-08 13:44:19
Diva Elsaty,Terus ditingkatkan,5,2022-06-08 13:37:25
Aris Hutapea,Bagus,5,2022-06-08 13:24:53
irsyad muhammad,Tolong aplikasi ini di buat agar lebih simple,5,2022-06-08 11:39:46
Agung Bagus Sugiri Sugiri,Oke,5,2022-06-08 11:19:28
Hasan Sidiq,👍,3,2022-06-08 11:03:54
Wahyu 91,Sanggat bagus aplikasi ini,5,2022-06-08 10:46:24
Zarik Emaus,Sangat membantu,5,2022-06-08 10:17:54
Riky Angga sanjaya Rikyangga,Nyaman,5,2022-06-08 08:56:34
DRS H KARNA SAPUTRA,Is the best,5,2022-06-08 08:33:24
Muhammad Husni,Good,5,2022-06-08 08:22:33
doni mastoni,Ok,5,2022-06-08 08:08:11
galih priyanto,Ya apik lah,5,2022-06-08 07:05:29
Aji Setiya Budi,Cukup baik dan membantu,5,2022-06-08 07:04:49
Amira Haidar Ayu,0k,5,2022-06-08 06:47:50
Muhamad Irfan,Isi nya hanya belajar mtk sy jadi kasih bintang satu karna sangad membosankan mtk mtk mtk lagi bosen gobl*g,1,2022-06-08 06:38:49
Frida Noerhayati,Bagus,5,2022-06-08 06:20:19
Janissary1453 Sport,Mantap,5,2022-06-08 06:06:11
Afriza Andre,Jos,5,2022-06-08 05:58:56
Diana Dalsina,🤍🤍,4,2022-06-08 05:51:38
Imron Satah,Memudah kita dalam mengatur waktu kita mencapaiyg maximal,1,2022-06-08 05:20:16
Tatik Restianti,Apknya bagus banget,5,2022-06-08 05:16:09
C.Sugandi Gandi,Meeting online jadi mantap,5,2022-06-08 04:37:27
Galery Handphone,Sgt terbantu,4,2022-06-08 04:35:58
Endun Mekarjaya,Ikut gabung,5,2022-06-08 04:15:49
Fathul Aini,Bagus banget.terimakasi zoom,5,2022-06-08 04:11:31
Ancila Susi,Sangat membantu,5,2022-06-08 04:10:11
thoriq anwar,untuk meningkatkan menjadi 5.5.3 gimana ya,4,2022-06-08 03:55:03
agus susilot48,🗿,5,2022-06-08 03:45:25
Asep Syaepul Hidayat,"Saya baru mencoba aplikasi ini untuk berkaloborasi meeting dengan cokunitas bisnis saya, semoga lebih bagus",3,2022-06-08 03:16:13
amnal Sangat mantap untuk motivasi pebisnis,Smg sukses sll dan mengaku percaya bahwa aplikasi ini sangat bagus,4,2022-06-08 03:13:02
Dafemidi 13423,Bagus,5,2022-06-08 03:10:33
Mydroid Center,Sangat bagus dan mendukung untuk acara2 meeting online 👍👍👍,5,2022-06-08 02:49:13
Tempo Scan,Agak lelet klau download,3,2022-06-08 02:41:23
Glenn Richsen,Karena dowload lama,2,2022-06-08 02:28:34
Dodi Saputra,Good,5,2022-06-08 01:55:08
John Gershom Mujiono,"Luar biasa, trimakasih.👍👍👍👍👍",5,2022-06-08 01:40:00
BERITA INDONESIA TV ONLINE,"dan negara sampai saya memuat artikel ini saya mencoba menarik 500.000 Saya tidak bisa bahkan total dana saya lebih dari 19 juta masih Tersangkut di aplikasi Londa tersebut ,Jangan tertipu seperti saya di toko Aplikasi Loda .",1,2022-06-08 00:56:05
Deni Santoso,Bagus,4,2022-06-08 00:52:47
Zainul Abidin,Tak ada aplikasinya,3,2022-06-08 00:48:44
pungki widi,Bagus,5,2022-06-08 00:25:03
Aghuts Maimun,Sangat membantu......!,5,2022-06-07 23:55:08
Hetty Setyani,Mempermudah komunikasi jarak jauh,5,2022-06-07 23:12:42
Dimas Haryono,Aplikasi sering error,1,2022-06-07 16:18:45
Ari Wahyudi,Bagus,5,2022-06-07 15:57:33
Indra Isrianto,Good aplication,5,2022-06-07 15:03:29
Muhamad Yusup,Jelekk akun saya malah k kunci,1,2022-06-07 14:43:11
SANTOVIA Oke,Aplikasi paling oke se-jagad,5,2022-06-07 14:19:26
Esra Sihombing,Bagus,5,2022-06-07 14:09:15
fadli sb,Ok,5,2022-06-07 13:56:40
Deisy Tampi,Sangat membantu,5,2022-06-07 13:54:46
Ridwan MCE,Good setiap situasi,5,2022-06-07 13:48:08
Rifan Umardi,Punya mu gak bisa masuk padahal password udah sesuai,1,2022-06-07 13:42:26
Mhmmd Ali,Biasa aja,5,2022-06-07 13:34:28
Paryanto Paryanto,Mantap,5,2022-06-07 13:20:35
nayyara rezeki80 olshop,Kaga bisa dibuka link gojeknya,4,2022-06-07 13:13:34
Widodo Ranu,Mantap,5,2022-06-07 13:12:12
Nova Vivo,Bagus,5,2022-06-07 13:06:28
Robi Jak,Ok,5,2022-06-07 12:20:53
Yudi Hidaytuloh,Terimakasih telah mempermudah komunikasi,5,2022-06-07 11:42:01
Natsumi Aini,Sangat membantu,5,2022-06-07 11:11:55
Rachel Patricia,Zoom bagus sih menurut ku gak bagus hehe 🤭,1,2022-06-07 11:10:15
Retna Indaryani,Alhamdulillah sangat bermanfaat,5,2022-06-07 09:42:56
Yolli Asdiindra,Baik,1,2022-06-07 09:20:25
Sir Yandrie,Cool,5,2022-06-07 09:19:37
Bambang Heriyanto,ok,5,2022-06-07 08:28:33
Elfiadi Elfiadi elfiadi,Mantap 👍,5,2022-06-07 07:21:47
M. Rizky,Sangat membantu untuk saya sebagai pelajar apalagi di masa pandemi ini.,5,2022-06-07 07:17:20
Jeni Warman,Ok,5,2022-06-07 07:12:17
hendra wijaya,Keren....,5,2022-06-07 07:05:24
Marbun Hutagalung,Ok,5,2022-06-07 07:03:02
Asep Ruskandar,Membantu,5,2022-06-07 07:02:51
Hilya Kia,⭐🙋⭐🙋⭐🙋⭐🙋⭐🙋⭐🙋⭐🙋⭐🙋⭐🙋⭐🙋⭐🙋⭐🙋⭐🙋⭐🙋⭐🙋⭐🙋,1,2022-06-07 07:00:44
Muhammad Syufi Al Ayyusuf,Bagus membantu dalam rapat kami dengan lancar tapi terbatas waktunya tolong admin beri waktu meet nya. Gak terbates aja,5,2022-06-07 06:41:33
OlungQBro QBro,Ok lah,5,2022-06-07 06:39:56
Wingki Handayani,Wah bagus banget😘😘,5,2022-06-07 06:07:28
Susanto Istadi,Oke,5,2022-06-07 06:05:46
Syifa Az zahra,Assalamu'alaikum nama aku Syifa zoom nya bagus makasihhh 😇,5,2022-06-07 05:30:34
Misael Evan,Kenapa saya tidak bisa membuat room untuk meeting ya??,1,2022-06-07 05:09:06
Ivan Soe,Ini zoom bisa ngechat sama orang - orang yang lain,5,2022-06-07 04:04:24
Rossa Nadeak,Jelek,1,2022-06-07 04:04:07
Chandra Stefly Rea,Dowloadnya kok lama sekali,1,2022-06-07 03:58:18
Celline Purnomo,Bagus bgtttttttt buat sekolahhhhhhhhhh😭😭😭😭😭😭😭😭😭👉👈👉👈👉👈👉👈👉👈👉👈👉👈😭😭😭😭,5,2022-06-07 03:44:55
Eva Puspita Dewi,Galeri nya UKM perempuan penyintas dishabilitas dan perempuan kepala keluarga,5,2022-06-07 03:44:19
Luthfi Akhdan,Woy kaga bisa di download,1,2022-06-07 03:22:37
Rahmat Roy,oke dech kaka Mantap,5,2022-06-07 02:27:53
Aim Jo,Blum ad perubahan,1,2022-06-07 01:52:30
Elvis Saputra,Good aplikasi,5,2022-06-07 01:51:23
Jais Fathanziz,good,5,2022-06-07 01:46:42
Adel Adella,Good,5,2022-06-07 01:41:04
muhammad noor,Bagus,5,2022-06-07 01:36:56
Rois Muslim,Good apl,5,2022-06-07 01:25:35
Muhsin Asqolani,Him ok,5,2022-06-07 01:20:14
eko subekti,Tidak bisa d download,5,2022-06-07 01:15:55
Mila Sari,Ok,5,2022-06-07 00:54:14
Abdul Rahman,ko saya masih ga bisa pakai background padahal handphone + versinya sudah update,2,2022-06-07 00:40:48
Jameshs Siagian,Luar biasa dg media ini hubungan sosial kami serasa tanpa jarak dan tdk dibatasi perbedaan waktu.,5,2022-06-07 00:13:08
Vina Setiasih,Suara jernih mantap banget pokoknya kalo untuk meeting online,5,2022-06-06 23:40:39
Luki Merofen Sinaga,Mantap,5,2022-06-06 23:37:22
Garuda Jaya,Bagus,5,2022-06-06 23:36:26
Wafiq Kamal,Ribet masuknya,2,2022-06-06 23:26:21
Muhammad Faslul,Nice,5,2022-06-06 23:18:03
Raihan Almuttaqin,Bagus banget,5,2022-06-06 22:27:41
Selfiyah Cecarpio,Sangat membantu,5,2022-06-06 15:18:53
Ahmad Noor,Mantab aplikasinya...,4,2022-06-06 14:45:06
Adi Putra,Bagus,5,2022-06-06 14:32:45
wilem wambon,Aplikasi ini sangat bermanfaat karena dri pengalaman tidak terjadi bgtu problem. Mohon agar aplikasi ini ttp mantap untuk lebih ditingkatkan.,5,2022-06-06 13:38:23
alfin muchtar,Ok,5,2022-06-06 12:59:47
Winy Sulastri,Wow amazing,5,2022-06-06 12:58:29
Jafar Jafar,Semoga berhasil,5,2022-06-06 12:48:26
Yuniyar Safitri,Sangat memuaskan,5,2022-06-06 12:38:20
aji bambang,Bagus,5,2022-06-06 12:07:12
Kang Jalak,"Bagus,, perbaiki audio",5,2022-06-06 11:36:52
Eses Deem,Ok,4,2022-06-06 11:25:01
Parmin Atmopawiro,ok,5,2022-06-06 11:04:13
Gusti Rusydi Furqon Syahrillah,mantap,5,2022-06-06 10:51:21
Akun Ketiga,Bagus,5,2022-06-06 07:17:16
Abah Yusef TV,Siip,5,2022-06-06 06:40:20
Asep Suryana,Bagus,5,2022-06-06 06:18:04
Darmadi Lebong,Sukses terus,5,2022-06-06 05:21:33
Widodo Adi Wijaya,Oke,5,2022-06-06 05:14:04
Asep Rahmat,Ok,5,2022-06-06 05:06:55
sahroni srikandi,Good,5,2022-06-06 03:55:58
rizal muhamad,memuaskan,5,2022-06-06 03:03:00
Muslem,Oke,5,2022-06-06 02:47:55
ahmad jahran,Ok,5,2022-06-06 01:45:06
fransiskus lendo,Mantap,5,2022-06-06 01:38:47
Yuliana Doris,This is good aplication meeting,5,2022-06-06 01:35:24
Ruspa mallawa puspa,Keren,5,2022-06-06 01:34:02
Loki Setiawan,Bagus👍,5,2022-06-06 01:23:23
Alfath Pekanbaru,KahqvlagavsjabakqcoCqo di wnwk kshanskshansbaoとても素敵,5,2022-06-06 00:53:01
Hidayat Tambunan,Smoga mngganti background bisa di semua hp,3,2022-06-06 00:36:22
Ursula Dwi Oktaviani,Mantap...,5,2022-06-06 00:32:32
Tariq Bestivan,Aplikasi nya sangat membantu untuk kuliah online,5,2022-06-06 00:03:32
Bang Ben,Aplikasi yang sangat berguna ketika serba online,5,2022-06-05 23:44:47
Syahruni Uni,Baik,5,2022-06-05 22:41:35
NRu Chanel,Bagus,5,2022-06-05 22:13:15
Randiki Saputra,Good job application,4,2022-06-05 21:43:07
Kemi Argianti,Aplikasi ini telah membantu saya dalam KBM terima kasih,3,2022-06-05 16:40:41
Sakka Muhammad,Bagus,5,2022-06-05 16:29:31
Pina Induek,Grisman eli,4,2022-06-05 16:15:56
ilham distributor,Mantap apk nya,5,2022-06-05 15:41:12
cilliy Magnes,Maghness H putri,5,2022-06-05 15:08:37
anshar sally,Bagus,5,2022-06-05 14:46:03
Mayya Nailul Muna,Oke,5,2022-06-05 13:42:53
Haryadi Driver,Top,5,2022-06-05 13:38:54
Muhammad Afif Hawali,Iya,5,2022-06-05 13:36:30
ASAGI MUKTI NUR ANDHIKA,"Bagus-sih. Hanya sayang, tidak bisa ""Enter"" :""(",4,2022-06-05 13:27:54
Ki Demang,Good,5,2022-06-05 12:59:56
Izzati TKIT Salahudin Al-Ayubi,Di Indtal susah,1,2022-06-05 12:32:10
Hardiansah Al Khoir,Sangat berguna,4,2022-06-05 12:00:17
Chelsy Diah Ayu Purtrisiawati,Bagus,5,2022-06-05 11:43:15
DLV 23 CN,Good,5,2022-06-05 11:25:12
Mas Pambudi,Test dulu klau bagus dan lancar bintangnya di tambah.,2,2022-06-05 09:11:50
pawita wahyuningsih,Rapat lebih simpel memakai zoom walau dr luar kota tetap bs mengikuti,4,2022-06-05 08:06:01
wedang jahe Rwne,😒,5,2022-06-05 07:48:48
Qieqi Syafitri,Goooooood,5,2022-06-05 06:56:05
isdar yanto,Serasa tiada jarak diantara kita.,5,2022-06-05 04:41:59
Hafizah Dinayah,Bagus 🤗💓,3,2022-06-05 04:35:39
Laily,Wkwk aku ga bisa download karena aku di laptop dan gatau caranya download di laptop maaf tolong di perbaiki makanya .........,1,2022-06-05 03:58:34
Syaiful Ikhwan,"Terima kasih untuk akses zoom yang sangat baik dan memuaskan, memudahkan banyak urusan saya yang memerlukan komunikasi tatap muka dengan banyak relasi. Zoom mendekatkan keluarga saya yang sedang berada di lokasi yang berjauhan, baik karena beda domusili ataupun karena sedang kerja, sedang dalam proses pendidikan ataupun selama dalam aktivitas liburan di tempat wisata dimanapun di seluruh tempat di dunia ini yang memiliki jaringan internet. Semoga kualitas fitur- fitur zoom makin baik.",5,2022-06-05 03:48:00
Nilan Sujilah,Aku ikuti meeting itu sampai selesai,3,2022-06-05 03:27:28
Zakaria Abdullah,Sangat membantu,4,2022-06-05 03:24:13
Nurull Qomariyah,Kenapa camera dizoom tdk ada ya,3,2022-06-05 01:45:39
Dendi Darmawan,Bagus appnya,2,2022-06-05 01:32:41
rony Dacruz,Bagusssss,5,2022-06-04 23:20:39
messya febriani,Aplikasi sangat bagus,5,2022-06-04 21:22:26
Lala Latifah,Memudahkan belajar bersama,5,2022-06-04 20:58:14
Melky marian Melky,Saya tidak punya pengalaman,5,2022-06-04 16:59:06
Sotina Sotina,Mohon untuk upgrade zoom agar bs menggunakan background krn mengganggu suasana,1,2022-06-04 14:38:49
Fendi Purwanto,Kereen,5,2022-06-04 14:09:34
Sapta Handoko,Amazing...,5,2022-06-04 13:30:15
Olivia Lee,Ok,5,2022-06-04 13:14:36
Beni Timour,Benny malaysia,5,2022-06-04 13:10:59
jelita bintang aurora,"tidak like, aku mtk ngezoom mulu pls ... bangun tidur bukannya di suguhin sarapan malah di suguhin zoom mtk",2,2022-06-04 12:08:57
Fani Maharani,Bagus bgt untuk dapat berdiskusi melalui online meeting ini,5,2022-06-04 10:44:13
Elkana rehmalem,I like,5,2022-06-04 10:05:34
hendra hadi,The best one,5,2022-06-04 09:09:29
Dadan Hendrawan,Mantap,5,2022-06-04 08:39:41
Ita Octaviani,Bagus,5,2022-06-04 07:33:26
nur aini,Bagus,5,2022-06-04 06:52:45
Ses Qingky,Bermanfaat,5,2022-06-04 04:24:38
Yose Rizal,coba 3dulu ya,3,2022-06-04 04:09:57
Haddad alfarisi,Bagus. Membantu sekali,5,2022-06-04 04:01:12
Aris Setyangga,Mantep tenan,5,2022-06-04 03:53:39
Pla Store,ini sangat jelek,1,2022-06-04 03:45:18
Nurul Reski,Mntp👍,5,2022-06-04 03:27:04
Auldrey Zega,Good,5,2022-06-04 03:22:35
Ahmad Hdyt,"Semoga untuk fitur virtual background kedepannya bisa di aktifkan di semua jenis HP, terimakasih...",4,2022-06-04 03:14:50
Roy Sanni holila,Sangat membantu untuk yg kuliah online,5,2022-06-04 03:08:58
ahmad taroni,Minaaaa,4,2022-06-04 03:08:41
evi herawati,Ok,5,2022-06-04 03:07:09
Syahrul Bahri,Sangat membantu,4,2022-06-04 02:25:42
ASWAJA LOMBOK CHANNEL,Ok,5,2022-06-04 02:16:32
Anisa Nur Hidayat,Kenapa updatenya susah,5,2022-06-04 00:16:20
Ani Remotobi,Sangat baik,5,2022-06-03 23:27:39
Irwan Chan,Bagus,1,2022-06-03 22:35:41
Kedai Nyuak,Selama kami menjadi mitra banyak suka duka dan ilmu sehingga bisa memberi penghasilan untuk kel trima kasih,5,2022-06-03 21:56:20
Muhammad Akmal,👍🏼👍🏼👍🏼👍🏼👍🏼,5,2022-06-03 20:47:36
hendri suaji,Sangat membantu dlm bekerja,5,2022-06-03 17:17:25
Idha Mozha,Sangat membantu untuk pembelajaran,5,2022-06-03 17:17:11
Rina Setiawati,Mudah2an zoom meetiting selalu lancar,5,2022-06-03 16:12:33
Toni Suyono,Bail dan lancar,5,2022-06-03 15:45:56
Indogroup Multimedia Pers,Thanks you,5,2022-06-03 14:59:41
Suwarto Wiranata,"Terima zoom cloud, kita ketemu temen lama 34 tahun yang lalu, baru bersua.",4,2022-06-03 14:33:42
Airin Tasya,Jika saya sudah bisa dowload ini app ntar saya beri bingtang lima👍👍,1,2022-06-03 14:11:08
RIZKI FEBRI Ardian,"W w,.banf",4,2022-06-03 14:02:11
lydia susanti,Kerenn,5,2022-06-03 13:56:59
RENALDO OKTAFIALDI,Sangat memuaskan,5,2022-06-03 13:50:20
lia kosmilia,Sangat membantu dalam berbagai pembelajaran secara online. Terimakasih.,4,2022-06-03 13:45:11
Cylvani Yansafa Aditya,Good job,5,2022-06-03 13:30:43
Ahmad sanusi,goooooooodd,5,2022-06-03 13:12:53
Shela permadhani,"Maaf saya kasih bintang 2,,soalnya saya kurang puas dengan apk ini,, kekurangan nya gx bisa denger suara nya,,,klo di pincit WiFi or data seluler pasti kembali dan gx bisa,,, tolong di perbaiki lgi yah",2,2022-06-03 13:09:37
Yusman Zega,Sangat baik,5,2022-06-03 12:41:19
Aby Azzam,Aplikasi ZCM ini sangat membantu pkerjaan,5,2022-06-03 12:21:40
asral. dasril,Ok,5,2022-06-03 11:42:03
Riko Suyanto,Mantafff dan real metingnya,5,2022-06-03 11:27:59
Nan Tri,Bahkan ada juga meet,5,2022-06-03 11:00:18
BAYU ANDESTA,Good aplication..,5,2022-06-03 09:56:30
Rani Putri Nurjulia,"Lumayan cmn kamerany aj burem,, smgga kedpnya kualitas lebih bagus lg.",3,2022-06-03 09:31:35
Pengguna Google,Mantap,5,2022-06-03 09:27:57
Zefh 77,Mantab,5,2022-06-03 09:13:46
muhammad sonata,Tambahkan virtual Background untuk standar HP yang umum.. paling tidak android 10 sudah bisa menggunakan virtual Background,4,2022-06-03 08:01:31
