userName;content;score;at;Nilai
Frans Adam;Praktis, bisa sambil apa saja kita tidak ketinggalan informasi topik yg dibicarakan.??????;5;2021-07-12 13:57:15;POSITIF
Diyanie Yanie;Baru mau coba;4;2021-07-12 13:54:51;POSITIF
Adrian Siregar;??????;5;2021-07-12 13:53:12;POSITIF
be ye;Bagus;5;2021-07-12 13:52:54;POSITIF
au behuk;Bguss;5;2021-07-12 13:50:49;POSITIF
Muhammad Alfatih;Ok banget apk ini sangat membantu sekali;5;2021-07-12 13:49:59;POSITIF
rafaelok;Bagus banget aku bisa nge Zomm sama teman kelas aku;5;2021-07-12 13:46:12;POSITIF
Afil Uddin;Bagus banget ini aku suka;5;2021-07-12 13:36:50;POSITIF
Hadi Ramdani;Bagus apk nya;5;2021-07-12 13:35:26;POSITIF
Dina Fitriana;Jangan abis kuota sebelum 1 minggu;5;2021-07-12 13:34:08;POSITIF
Yohana Caitlin;Aplikasinya bermanfaat, hny coba tambahkan filter kek di Ig gitu dong bang, supaya bisa menyamarkan dosa2 dan menutupi keburikan aing ketika bangun tidur?? supaya aing gak usah repot2 mandi lagi?? Terimakasih ?? Selain dari itu the best lah????;4;2021-07-12 13:28:32;POSITIF
Nurul Eka;hingga 100 org;5;2021-07-12 13:27:54;POSITIF
Samuel Tanu;Oke;5;2021-07-12 13:27:01;POSITIF
Rumaisha Nisa As-Sulaim;ok;5;2021-07-12 13:26:08;POSITIF
Darmini Nasory;Apk gak guna....?( tapi boong ) ?? Boong gak boong gak enggak lah masa boong wkwkwkw eh mksdnya apk ny bagus bngt ciuss deh???;2;2021-07-12 13:25:45;NEGATIF
Titik Zahra;Bagus;4;2021-07-12 13:25:02;POSITIF
Pegi m Sianipar;Bagus;1;2021-07-12 13:24:08;NEGATIF
Siti Kosidah;Bagus;5;2021-07-12 13:23:22;POSITIF
DA'I FUAD MUKHLISIN Chanel;Lumayan mudah dan bagus;5;2021-07-12 13:18:29;POSITIF
dona sartika;Zoom ya bagus aku kasi bitang 5;5;2021-07-12 13:07:47;POSITIF
Nurul Faiza;Aku;5;2021-07-12 13:02:52;POSITIF
Eka Meilaninda;Coba dulu deh;4;2021-07-12 12:55:05;POSITIF
finadewi ambarak;Ni apk bagus sih tapi gw rada kagak suka soalnya dipake buat belajar saya sangat depresi dan frustasi tapi mau gimana lagi kan ada Corona;5;2021-07-12 12:54:50;POSITIF
evaaulya veratami;Sangat memudahkan anak dalam belajar di saat pandemi;5;2021-07-12 12:50:48;POSITIF
mahrus ali;Bagus;4;2021-07-12 12:50:16;POSITIF
Junter Abdul Silalahi;Bagus;4;2021-07-12 12:48:57;POSITIF
Syaina Alfiyyahhusna;BISA ZOOM MEETING;5;2021-07-12 12:47:51;POSITIF
Pascha Auliya _-;Apk nya bagus??;5;2021-07-12 12:39:52;POSITIF
Mohammad Holil;????????;5;2021-07-12 12:30:03;POSITIF
Mohammad Arif;Bagus banget????????????????????????;5;2021-07-12 12:29:47;POSITIF
AZhar kurnia Muhammad;Muhammad Ilham Akbar;5;2021-07-12 12:28:27;POSITIF
BTS ARMY;Mungkin bagus;5;2021-07-12 12:27:53;POSITIF
Ngaroroi Buulolo Buulolo;Baguss;5;2021-07-12 12:23:39;POSITIF
Mr. Ketofy D'boel Fish Skin Crisps;Kereeenn...;5;2021-07-12 12:17:46;POSITIF
mario;SAIA LELAH MENGHADAPI ZOOM TIAP HARI.;1;2021-07-12 12:11:43;NEGATIF
D Purba;Ok;5;2021-07-12 12:10:58;POSITIF
Maslin Mahulauw;Saya belum bisa menggunakannya;5;2021-07-12 12:09:10;POSITIF
zara ainun;gabisa di download;1;2021-07-12 11:57:26;NEGATIF
Muhammad Farel;Lumayan bagus;5;2021-07-12 11:52:56;POSITIF
Zahira Luthfina;Wow bagus banget.....;5;2021-07-12 11:47:59;POSITIF
Dg ngona;Kadang masih suka eror;3;2021-07-12 11:47:49;NEGATIF
Diyah Cahyani;bagus;3;2021-07-12 11:43:00;NEGATIF
Zara Nadia;Udah di Download brpa x gx kluar juga;3;2021-07-12 11:11:54;NEGATIF
Feity Ratna Welong;Wah gak bener ini masa saya mau sign in udah masukin email dan paswordnya benar semua ko di bilang salah terus akun saya malah diblokir, gimana sih ini apk huh;3;2021-07-12 11:04:54;NEGATIF
ABAL ABAL;Bagus;5;2021-07-12 11:04:15;POSITIF
Aulia fika;Bagus bisa di pakai buat belajar;5;2021-07-12 11:00:23;POSITIF
Ayu Riri;Apk bga;5;2021-07-12 10:58:05;POSITIF
Shania Marsya izzati;Buat sekolah bagus;4;2021-07-12 10:48:15;POSITIF
Ardi/Aldo Ardi/Aldo;Sangat baik;5;2021-07-12 10:43:23;POSITIF
Ema Chotami;Apk bagus;4;2021-07-12 10:40:24;POSITIF
NAZUA KIRANA;Bukan hanya buat meeting sekarang buat sekolah juga bisa ????;5;2021-07-12 10:34:05;POSITIF
Nanda Amelia;Mengapa saya tidak pernah bisa mendownload mulu;1;2021-07-12 10:34:01;NEGATIF
Zikri afrizal;Aplikasi bngasat valid terus;1;2021-07-12 10:32:22;NEGATIF
Miran Tumiran;????;1;2021-07-12 10:31:11;NEGATIF
Mahat Mokas Variasi;Assalamualaikum warahmatullahi wabarakatuh Jadi begini aku bakalan jujur aku itu ngegunain ini buat ngaji sama guru saya. Saya mendengar suara guru dan teman saya tapi suara saya itu yang ngak ada saya menyesal banget udah ngedownlod ni zoom wasalamualaikum warahmatullahi wabarokatuh;1;2021-07-12 10:31:06;NEGATIF
Rifki Gunawan;Kenepa mendonglot aplikasi zoom lama;1;2021-07-12 10:30:16;NEGATIF
Bagus Nanoplast;Oke;4;2021-07-12 10:30:05;POSITIF
Sendy Sanjaya;Bguss apk nyaa;2;2021-07-12 10:28:29;NEGATIF
Ello Gabriel;Lumayan bagus aja;5;2021-07-12 10:11:56;POSITIF
Dwi Bayu;gk bisa login;5;2021-07-12 10:05:39;POSITIF
FAHRI STARS GAMNING;??;5;2021-07-12 10:04:21;POSITIF
Mario ff Kocak;"Masalah sinyal sangat mengganggu - hanya bisa menggunakan fitur mic ""video call nya mati"" - dan sebaliknya";3;2021-07-12 10:02:01;NEGATIF
wahyu nugraha;hjn;1;2021-07-12 09:57:49;NEGATIF
Arief Safrianto;Sangat membantu dalam aktivitas belajar mengajar online...;5;2021-07-12 09:57:07;POSITIF
Jitun Jitun;Goosss lostaqdir for Below continue watching girl beatifuulll XXXsemore XxXx trims aquaality;5;2021-07-12 09:52:55;POSITIF
M.IZZUL HANIF;Kami belum cara dftarnya;5;2021-07-12 09:52:20;POSITIF
Ummu Shofi;Jelek sekali aplk nya ????????????;1;2021-07-12 09:52:07;NEGATIF
Dominicacardoso Pereira;????????????????????????;1;2021-07-12 09:50:28;NEGATIF
Irfan Bagaskoron;Saya baru donlod;5;2021-07-12 09:46:52;POSITIF
Davina Azalia Rachmi 7C;Aplikasi bagus sekali bisa memperhemat uang perjalanan;5;2021-07-12 09:32:28;POSITIF
Akmalul Farros;makin ribet gabisa setting profile di hp;1;2021-07-12 09:26:37;NEGATIF
Leo Leclerc;Bad af,many useles feature;1;2021-07-12 09:23:57;NEGATIF
budi maulana;Ok;5;2021-07-12 09:21:53;POSITIF
gabriel sajallah;Bagus;3;2021-07-12 09:20:57;NEGATIF
18 Nicholas Gultom;Aplikasi ini tidak ada game;1;2021-07-12 09:19:42;NEGATIF
Swag Nmjaa;Gak bisa di instal di HP ,,, udh berapa kali cobak;1;2021-07-12 09:18:44;NEGATIF
Olza Olza;??;5;2021-07-12 09:12:12;POSITIF
Maulida Jenny;Ini bagus sekali;5;2021-07-12 09:03:49;POSITIF
Alifia Saraswati;bagus banget apk ini bisa membantu kita tatap muka walaupun tidak tatap muka;5;2021-07-12 08:57:44;POSITIF
Endang Nazarudin;Jelek gak bisa d donlod;1;2021-07-12 08:53:08;NEGATIF
Naila sukmana;Sangat bagus;5;2021-07-12 08:50:40;POSITIF
Juliyana Hasyim_8B;Ga Ada Virtual Background, Padahal Semua Persyaratan Udh Lengkap, Tolong Lah Buat Zoom Harus Pake Background, Mana Laptop Kameranya Jelek, Mau Gamau Harus Pake Hp, Malah Ga Ada Virtual Background Nya.;1;2021-07-12 08:41:23;NEGATIF
Julianto Daan;Seruuuuuuuuuuuuuuuuuuu bangetttttttttttt ????????;5;2021-07-12 08:32:38;POSITIF
Ghibran Aja;Wuuuuuu WUUUUUUUU!!!! ìñï ž?œm;5;2021-07-12 08:26:20;POSITIF
Felix Panna Rusly;Bagus;5;2021-07-12 08:21:08;POSITIF
Chandiko Indar;Kenapa harus ada aplikasi ini aku jadi belajar lagi ??????????????;1;2021-07-12 08:14:14;NEGATIF
Wakanda Forever;Know it;1;2021-07-12 08:05:38;NEGATIF
Syafrika Imasari;Aku suka sih tapi cepet abisin paket baru beli udah abis ??????????????????????????;1;2021-07-12 08:04:14;NEGATIF
Keisya Wulan Sari;Good;4;2021-07-12 07:57:41;POSITIF
azid azot;Ok;5;2021-07-12 07:43:11;POSITIF
Novi Marisa Zakiyah;Bagus banget aku bisa ngezoom dengan apk ini bersama temen sekolah dan guru bisa ramai ramai????;5;2021-07-12 07:42:25;POSITIF
can can 201m miss;aplknya bagus bangat;5;2021-07-12 07:42:07;POSITIF
Padlan Bentar;Kenapa aplikasi ini tidak bisa di instal saya sangat kesal bercoba ber kali kali;1;2021-07-12 07:38:04;NEGATIF
Andika Setiawan;Ini kenapa apk tidak bisa di instal padahal signal nya bagus lancar;1;2021-07-12 07:38:02;NEGATIF
M Irwansyah;Thanks ya app nya;5;2021-07-12 07:29:58;POSITIF
bima Saputra;Mantap;5;2021-07-12 07:12:29;POSITIF
Nani Ayuni;Good;5;2021-07-12 06:55:27;POSITIF
Kaffa Khoirul;Gak bisa masuk aplikasinya udah login tetap gak bisa;1;2021-07-12 06:49:42;NEGATIF
Rara;??;5;2021-07-12 06:49:01;POSITIF
Yanti Mala;I hate this??;1;2021-07-12 06:45:02;NEGATIF
aisyah fatikasari;Saya sangat suka aplikasinya ??;5;2021-07-12 06:39:20;POSITIF
Qold Caca;Aman;5;2021-07-12 06:37:12;POSITIF
rohmad fauzi;Re Mi mix kaya e ee nakal yaKTP mix 3er;2;2021-07-12 06:32:42;NEGATIF
DEDE AHMAD;Sangat membantu untuk virtual;3;2021-07-12 06:29:26;NEGATIF
Bpk Hami;Duh gmna ini ko ga bisa2 sie mau dowload masih muter aja padah udah pake wifi;2;2021-07-12 06:26:18;NEGATIF
ARUBETO !;ASADE KONTOL;1;2021-07-12 06:22:51;NEGATIF
Rosalina Sipayung;Gimana cara mengubah pengaturan ke bahasa indonesia;3;2021-07-12 06:16:06;NEGATIF
Angelica;Hah;5;2021-07-12 06:14:57;POSITIF
Rayna Manikmaya;bagus sih.. tapi kenapa gaboleh buat anak usia minor, padahal kita butuh buat belajar jadinya aku perlu uninstall lagi.. ribet.;3;2021-07-12 06:11:20;NEGATIF
YO GAMING;5 star;5;2021-07-12 06:08:11;POSITIF
rahman dlhp;Bagus, banget nih apk;5;2021-07-12 05:59:14;POSITIF
Nizarrr Fan08;Puas;1;2021-07-12 05:56:22;NEGATIF
Meisya Nurannisa;Ok nice;5;2021-07-12 05:55:16;POSITIF
Zulfa Alifaturrohmah;Ngak membantu,, tp gpp lah??;1;2021-07-12 05:54:36;NEGATIF
Syahrany Muchtar;Kenapa saya sudah masukan Gmail saya selalu saja gagal , nggak bisa ,FAILED saya sudah mencoba berkali kali tetap tidak bisa gimana sih pihak zoom saya sudah ganti email baru masih tetap tidak bisa padahal saya belajar menggunakan aplikasi ini;1;2021-07-12 05:54:09;NEGATIF
mbahe ziezo;Oke;5;2021-07-12 05:42:17;POSITIF
Vany Tambunan;??;5;2021-07-12 05:41:56;POSITIF
Fido Abiyasa Putranto;Gmna caranya untuk bisa menggunakan virtual background dng hp samsung A10..;3;2021-07-12 05:35:17;NEGATIF
didik hermanto;Mempermudah proses belajar mengajar saat pandemi covid 19;5;2021-07-12 05:33:20;POSITIF
Siti Nurhasanah;Apk nya jelek tapi booong hayuk;5;2021-07-12 05:31:14;POSITIF
Sabastian Diva;Masoj;5;2021-07-12 05:29:13;POSITIF
Reload Oppo;Aku gk suka zoom ??;2;2021-07-12 05:27:31;NEGATIF
Made Sukratman;Untuk berkomunikasi dalam miring;1;2021-07-12 05:26:20;NEGATIF
ainunn khairunnisa_25;Apk nya tidak bisa didownload;1;2021-07-12 05:26:03;NEGATIF
Cokorda Bagus Wiratama;good;5;2021-07-12 05:16:55;POSITIF
fithrotul kamila;background nya gabisa digantii :(;4;2021-07-12 04:59:46;POSITIF
Cheryl_cherry;Kenapa kadang saya tidak bisa masuk zoom. Padahal jaringan dan device saya baik² saja. TOLONG DIPERBAIKI!!!!;1;2021-07-12 04:59:16;NEGATIF
neyma difitri;Apk ini susah untuk di download;5;2021-07-12 04:54:46;POSITIF
renna siallagan;Apl ini bagus bangat aku jadi bisa beljar online pake zoom;5;2021-07-12 04:54:16;POSITIF
Junianta nomay Syara;Bagus,buat sekolah online;5;2021-07-12 04:49:58;POSITIF
bang_fariss RBLX;Apk gak jelassss;1;2021-07-12 04:49:11;NEGATIF
Aris Jatmiko;Apk nya bagus cocok buat sekolah online;4;2021-07-12 04:38:10;POSITIF
07_ Anggun Eka Ramadhani;gak bisa virtual background ck;3;2021-07-12 04:37:23;NEGATIF
Singgang Sundari;Aku suka sama aplikasi ini aplikasinya bagus banget;5;2021-07-12 04:33:15;POSITIF
kartono putra;Mantap;5;2021-07-12 04:26:44;POSITIF
Indri Kusmawati;Bagus banget dah pokoknya ??;5;2021-07-12 04:26:22;POSITIF
Isma Juliana;Good recommended;5;2021-07-12 04:22:45;POSITIF
Siti Fatimah Saridah;Saru banget bisa zoom sama temen +guru+guru ngaji ??;5;2021-07-12 04:19:33;POSITIF
Resita Dinda;Susah buat masukkkk;2;2021-07-12 04:16:39;NEGATIF
djt krisnanto;aplikasi b4Ng$4T B4NY4K Bu9 B4Bi T4I;1;2021-07-12 04:11:40;NEGATIF
yoga dwi cahya;Lama paketnya;1;2021-07-12 04:01:35;NEGATIF
Vincent Lauzuardy;Aplikasi ini tidak bisa di download tolong kalau buat aplikasi bisa di download jangan tidak bisa;1;2021-07-12 04:01:04;NEGATIF
Afandi.F F;Ok mntp;5;2021-07-12 03:59:57;POSITIF
diki alamsyah;Tc;5;2021-07-12 03:58:15;POSITIF
Muhammad deka Fikhoirudin;Apa liat liat Jagan di baca yang baca kaya monyet ??;1;2021-07-12 03:57:48;NEGATIF
Malik Algani wibisono;? ? ? ? ?;5;2021-07-12 03:57:42;POSITIF
Nestorius Hondo;Sangat membantu;5;2021-07-12 03:55:00;POSITIF
PUTRA XCL;??????????SABAR COK COK;5;2021-07-12 03:53:35;POSITIF
Hii. Mell;Disuruh guru aja:);5;2021-07-12 03:52:30;POSITIF
Agam Raja;Sss;5;2021-07-12 03:51:09;POSITIF
Wenzel Arsenio Eisano;gak bisa pin orang :(;2;2021-07-12 03:45:23;NEGATIF
Helsa Aulia;Bagusssssss;3;2021-07-12 03:45:13;NEGATIF
Hendra Aji;Sangat menjengkelkan;1;2021-07-12 03:41:55;NEGATIF
Shofi Jauharul Khosasi;The Beast;5;2021-07-12 03:40:46;POSITIF
Rizqi Prasdika;Apaan nih.belajar online ???? situ mau belajar apa comli????;1;2021-07-12 03:39:30;NEGATIF
Rezza Aditya;Sangat membantu;5;2021-07-12 03:36:11;POSITIF
Nur Nadia putri;Aplikasih nya sangat bagus;5;2021-07-12 03:35:59;POSITIF
Saputri Cahya;Lumayan sulit buat daftar nya;3;2021-07-12 03:35:51;NEGATIF
adhitya eka;Ok;5;2021-07-12 03:30:51;POSITIF
Fransiska Wilhelmina;Lumayan bagus apk nya;4;2021-07-12 03:29:12;POSITIF
Nabila Lampung;Saya suka sekali;5;2021-07-12 03:27:51;POSITIF
SYEHFRILIAN ADLY NUGROHO;Keren;5;2021-07-12 03:25:31;POSITIF
Harin Nuzil;Demi alek kgk ngp2;5;2021-07-12 03:23:35;POSITIF
Ghifari Hidayat;Bagus banget pokok nya mah,,buat belajar buat kerja wah berfungsi lah??;5;2021-07-12 03:23:06;POSITIF
Ismail Ismail;Bagus;5;2021-07-12 03:22:48;POSITIF
Andi Sps;Apk zoom ini sangat membantu bagi kalangan mahasiswa bahkan pekerja,;4;2021-07-12 03:22:21;POSITIF
Hannifah Aulia;Bagus, bermanfaat dan okelah pokoknya.. thx banget??????????;5;2021-07-12 03:22:03;POSITIF
Niam Niam putra;Bagusss;5;2021-07-12 03:21:41;POSITIF
Zalpani;Tak gawe lossdol blas ak ra rewel;5;2021-07-12 03:19:06;POSITIF
RASTA R;Yamete ku desaiiiiii aghhhhh????????????????????????????;5;2021-07-12 03:18:53;POSITIF
Naufal Fadilll;Saya tidak suka belajar hapus saja!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Benci banget saya dimarahi guru;1;2021-07-12 03:16:55;NEGATIF
Gery Ferdianto;Fiks apknya itu sangat membantu;5;2021-07-12 03:16:20;POSITIF
Wong Klampok;Bagus bermanfaat;5;2021-07-12 03:12:10;POSITIF
HanaOfiicial;jujur pas saya masuk ko tekeluar kaya gitu² terus di ulang2 jadi ntah hp saya atau zoom nya:));3;2021-07-12 03:10:32;NEGATIF
Esra Duta Satria;pekik masa keluar sendiri;5;2021-07-12 03:08:26;POSITIF
Valerio Jerry santoso;Apk nya bagus untuk sekolah Tapi tambahin fitur virtual background nya di hp juga Jangan cuma di komputer;5;2021-07-12 03:05:45;POSITIF
Nurhalisa Ramadhani Putri;Tingkatkan kwalitas;5;2021-07-12 03:05:00;POSITIF
ayu wulandari;Bagus sekali;5;2021-07-12 03:02:18;POSITIF
King Ghidorah;Sign in jadi susah sehingga ribet sign in;2;2021-07-12 03:01:45;NEGATIF
Made Mustika;Aplikasi ini bagus untuk belajar bareng;5;2021-07-12 03:01:44;POSITIF
Dwi Himawan;Ok;5;2021-07-12 03:01:43;POSITIF
quin syahyaikanah;aku kasih bintang lima??;5;2021-07-12 03:01:32;POSITIF
Repta Dinata;Bagus aplikasi nya;5;2021-07-12 03:01:08;POSITIF
Ena Darwati;Ok;5;2021-07-12 02:58:36;POSITIF
F3 Cilacap,Karangrana;Lumayan zoom buat epepan;5;2021-07-12 02:57:33;POSITIF
ADIN GAMERS OFFICIAL;b aja;5;2021-07-12 02:57:27;POSITIF
Pengguna Google;Background susaaaaah, ga segampang tetangga lebih simple dan enak...;2;2021-07-12 02:55:16;NEGATIF
Sugi Yatno;Apk kentang;5;2021-07-12 02:51:17;POSITIF
Rafka febriansyah Febri;Dea putra pangestu;5;2021-07-12 02:48:23;POSITIF
SQUIRREL GEMING;Tolong dong kapasitas zoom di tambah soalnya setiap saya masuk zoom untuk sekolah penuh terus tolong ya ??????;3;2021-07-12 02:46:38;NEGATIF
Khansa Athalia Widianto;Maaf ini saya baru download tapi kenapa aplikasinya enggak bisa dibuka ya? Saya jadi harus membatalkan zoomnya.;1;2021-07-12 02:43:44;NEGATIF
saskia kia;Aplkasinya walaupun tak bisa ku bukak tapi tetap ku donlwot dan juga tetap ku beri bintang 5;5;2021-07-12 02:42:03;POSITIF
Wanda Marselawati;Aku nggak bisa bisa masuk karna peraturannya susah harus itu lah harus situ;1;2021-07-12 02:40:52;NEGATIF
Aghis Duwi arfia;Aplikasinya emm, b aja??;3;2021-07-12 02:40:43;NEGATIF
Aurama putra Al Malik;Leg Mulu;2;2021-07-12 02:40:13;NEGATIF
Luffi Aulia;Jelek;1;2021-07-12 02:39:45;NEGATIF
Ishtar axelle;Burik;1;2021-07-12 02:37:21;NEGATIF
Muhamat Semua;Bagus Bagus;5;2021-07-12 02:36:17;POSITIF
M aji Syaputra;Kenapa saya kok dikeluarkan dari aplikasi buruk aplikas;1;2021-07-12 02:36:07;NEGATIF
Tio Perdinansyah;APK NYA JELEK BANGETTT?????????? ..................... TAPI BOONG HAYUKKK;5;2021-07-12 02:34:00;POSITIF
Aprilia khoirun;Tidak bisa di instal;2;2021-07-12 02:32:59;NEGATIF
Agus Trisworo;B aja;1;2021-07-12 02:29:17;NEGATIF
Debby Kamilah;Kenapa lemot ya sekarang, jadi ng sabar nunggu connect nya;3;2021-07-12 02:27:50;NEGATIF
Onta Cantiq;Salah satu aplikasi yang bakal saya apus saat tatap muka;5;2021-07-12 02:26:30;POSITIF
Medina Yuly;Bahus;1;2021-07-12 02:23:20;NEGATIF
Pandu Siahaan;Zoom ini sangat membantu;5;2021-07-12 02:22:05;POSITIF
SANG PRABU 74;Tak ada suwara .;1;2021-07-12 02:21:24;NEGATIF
Rosdiana AR;Bagus apk nya coyy;5;2021-07-12 02:19:45;POSITIF
Agung Prayogo;Setiap saya mau masuk apk ini g bisa sign in, keluar sendiri, tulisan eror code 5 tolong perbaiki apk ini penting soalnya;1;2021-07-12 02:18:58;NEGATIF
Shane Leopulisa;Tolong pas masuk mic nya langsung mati masa pas masuk mic nya langsung kebuka;1;2021-07-12 02:18:52;NEGATIF
Alfan 19;Apaan gabisa masuk,bakcground jg gabisa;2;2021-07-12 02:17:38;NEGATIF
Rudy Fahri;Selamat;5;2021-07-12 02:16:42;POSITIF
D'ki Bravo;Oke ..;5;2021-07-12 02:16:25;POSITIF
Putri Suari;Yang lain kok bisa download sihh gw g bisa;1;2021-07-12 02:15:43;NEGATIF
Sella Wahyu;Good;5;2021-07-12 02:15:38;POSITIF
Leda haiper zila;AZIB;5;2021-07-12 02:15:26;POSITIF
Lutfaka 2018;jos;5;2021-07-12 02:13:46;POSITIF
Syifa Almirah;Aplikasi nya baguss sekalii;5;2021-07-12 02:13:18;POSITIF
Recky Aditya;Mantap fffff;5;2021-07-12 02:13:17;POSITIF
Ratna Blora;Bagus;5;2021-07-12 02:12:46;POSITIF
Zarfendi Alwi;APK nya jelek banget !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Apa liat kebawah emang jelek;5;2021-07-12 02:12:16;POSITIF
Khayla Karima;Macam mana iniiiii downloand nya lama huaaaaa;5;2021-07-12 02:10:29;POSITIF
Dahlia Syardimansyah;Takteng;1;2021-07-12 02:10:00;NEGATIF
Jenny Bintang;seberapa greget kalian gara gara apklikasi ini gw jadi bangun pagi;1;2021-07-12 02:09:49;NEGATIF
Isa Thevale;Virtual background harus tersedia untuk semua perangkat.;1;2021-07-12 02:05:05;NEGATIF
BTR Proplay;Manfaat;5;2021-07-12 02:03:14;POSITIF
Cordelia Rachel G.R;Good;5;2021-07-12 02:02:41;POSITIF
Amellia Saja;Oke;5;2021-07-12 02:01:43;POSITIF
nada zalfa;Apk ini sangat bagus buat semua orang untuk sekolah UwU;5;2021-07-12 01:59:36;POSITIF
Abrisam Naufalfasa;Cocok untuk pekerjaan;5;2021-07-12 01:58:32;POSITIF
Widhi S;Sering bgt gk ada suaranya;2;2021-07-12 01:57:40;NEGATIF
rofika ramadhani;Bagussss;5;2021-07-12 01:54:17;POSITIF
dilang pratama;Tolong lah bapak ibu guru .belajar jgn lewat apk online mumet sirah ku .lewattatap muka kan lebih wenak ana kanca berunding kan lewih penak;1;2021-07-12 01:53:31;NEGATIF
dhika Beny;Aplikasi nya bagus bangett, ky lagi tatap muka beneran ??????;5;2021-07-12 01:52:10;POSITIF
Fida Amalia;bagus banget terimakasih, ini jadi memudahkan saya kalau mau rapat sekolah secara virtual, terima kasih.;5;2021-07-12 01:51:20;POSITIF
Ilul Ilul;Nih apk apaa sih ku download udh 3 kali g bisa bisa yg ada buang buang kuota;1;2021-07-12 01:51:02;NEGATIF
Winda Usman;Jelek sangat aku ngedowload ga bisa;1;2021-07-12 01:48:52;NEGATIF
Saniy 's;tolong aktifkan rename lagi ya, sekarang udah ga bisa;3;2021-07-12 01:48:50;NEGATIF
M. Saiful Jamil;Aplikasi burik anjing;1;2021-07-12 01:48:29;NEGATIF
Putri Rahmi;Aplikasi yg sgt membantu;3;2021-07-12 01:47:57;NEGATIF
Gilang Rendy pratama;Bagus;5;2021-07-12 01:47:48;POSITIF
Dava Alifaturrahman;Aplikasi jelek gara² aplikasi ini ff gua kehapus. Dan ternyata ini zoom tidak bisa di gunakan;1;2021-07-12 01:47:15;NEGATIF
Daniel Sidikalang;Bagus;5;2021-07-12 01:45:49;POSITIF
TabletSamsung BiruHitam;Auk ah gelap.;1;2021-07-12 01:43:47;NEGATIF
Sihol Marudut;????????;1;2021-07-12 01:43:46;NEGATIF
Ezy Basyaeban;Bagus;1;2021-07-12 01:43:05;NEGATIF
Lewi Sino;Trima kasih apk zoom Apk zoom sangat membantu ????;5;2021-07-12 01:42:37;POSITIF
Putri Lisa;Aplikasi ini agak bagus;3;2021-07-12 01:41:29;NEGATIF
enjelledistrukkk;Yo rareti;5;2021-07-12 01:39:31;POSITIF
apah gendut;Elekke;1;2021-07-12 01:38:06;NEGATIF
Syifa Nisa;Bagus;5;2021-07-12 01:37:29;POSITIF
Tri Setyorini;aplikasi ini sangat bagus dan menarik;5;2021-07-12 01:36:14;POSITIF
24. M.ROBBIE.M;B aj;5;2021-07-12 01:34:27;POSITIF
jasmanputra 12345;Aplikasinya jelek sering eror, saya mau daftar aja g bisa;1;2021-07-12 01:33:49;NEGATIF
Kasmani Kasmani;Bagus banget untuk membantu balajar......;5;2021-07-12 01:32:53;POSITIF
Selvia Oktaviani;Bagus untuk belajar;5;2021-07-12 01:31:33;POSITIF
Adabina Ghassani;gimana si apknya g bisa di downlo;1;2021-07-12 01:31:14;NEGATIF
Tuan Sriyatno;Tidak ada menu virtual backgroundnya;5;2021-07-12 01:30:32;POSITIF
?Kyoo Zee-!;Bagus banget zoom ini. Zoom mempermudah untuk sekolah online-!;5;2021-07-12 01:29:16;POSITIF
Cempaka Watiaaa;Bagus;5;2021-07-12 01:28:17;POSITIF
almaira calista;ini aplikasinya sangat bagus apalagi untuk sekarang;5;2021-07-12 01:27:37;POSITIF
SUSMINI SSMN;Virtual beground nya tidak bisa digunakan di semua hp, tolong diperbaiki. Apalagi untuk kegiatan yang mengharuskan menampilkan virtual beground tetapi tidak bisa ???????? apalagi sekarang ppkm pasti aplikasi ini lebih sering digunakan. Tolong di-update lagii. Terimakasih;2;2021-07-12 01:25:57;NEGATIF
Bunda Haidar Czr;Bagus..sayang, besic tiap 40 menit mati. Jd sy ksh 3 bntng sj.;3;2021-07-12 01:25:19;NEGATIF
Hizreya Raya;Bagus;5;2021-07-12 01:24:52;POSITIF
Mu'amar al-arrar;Keren banget ????????;5;2021-07-12 01:23:57;POSITIF
Adhe Sopyan;Sangat membantu, tank;4;2021-07-12 01:21:54;POSITIF
Norman Sasono;Sangat baik;5;2021-07-12 01:21:31;POSITIF
Muh Irsat;Woi;1;2021-07-12 01:21:28;NEGATIF
Edwan Carlos;Bagus;1;2021-07-12 01:21:02;NEGATIF
risna salsabila;Bagus banget dan ngebantu bangett;1;2021-07-12 01:20:40;NEGATIF
nabilla nabilla;Gabisa di download;3;2021-07-12 01:20:24;NEGATIF
Zahida Hasna;Siip;5;2021-07-12 01:20:03;POSITIF
PUPUT & PIPIT;??????;1;2021-07-12 01:19:55;NEGATIF
Ito Sor;Jadi cepat;5;2021-07-12 01:18:41;POSITIF
Novi Novi;Sangat membantu dalam pelajaran anak dalam keadaan pandemi ini. ????;5;2021-07-12 01:17:46;POSITIF
