,content,score,English
1513,Lumayan bagus.. cuma agak sedikit rumit penggunaan nya .. kurang simpel.dan penggunaan virtual latar blakang blom bisa digunakan...,4,Pretty good.. just a little bit complicated to use.. not simple. And the use of virtual backgrounds can't be used...
1514,Good application... Thanks,5,Good application... Thanks
1515,Bagus dan berkualitas,1,Good and quality
1516,Mantab,5,great
1517,Baik,5,Well
1518,Ok,5,Ok
1519,Mencoba,4,Try
1520,Ni ceeee,5,Ni ceeee
1521,Bagus banget apknya untuk virtual,5,Very good apk for virtual
1522,Berkali2 tdk bs sign up..huft,3,Many times can't sign up..huft
1523,Ok,5,Ok
1524,Gimana mau buka link pake zoom kok masuknya ke browser terus gmana sih,3,"How do you want to open a link using zoom, how come it goes into the browser and what does it do?"
1525,Napa nggak da backhrounf,3,Why is there no background
1526,Bagus sekali,5,Very good
1527,Bagus banet,3,Very good
1528,gg,5,gg
1529,Blokir aja nih apk..biar gk ada skolah online,1,Just block this apk..so there are no online schools
1530,"Melakukan video call atau meeting lebih enak. Viturnya juga tidak membuat orang bingung, mantaapp",4,"Making video calls or meetings is better. The features also don't make people confused, mantaapp"
1531,Trimakasih zoom km sangat berjasa bagi kami,5,Thank you zoom km is very useful for us
1532,Knpa di hp saya tidak bisa di instal,1,Why can't it be installed on my cellphone
1533,Kenap gak bisa dounlowt,5,Why can't download
1534,membagongkan,1,brag
1535,Baik Terima kasih,5,"Okay, thank you"
1536,Jelek,5,Bad
1537,Bagus,5,Good
1538,Tolong untuk di update agar semua android bisa menikmati vitur baground,4,Please update so that all androids can enjoy the background feature
1539,Baru mau cobak aj,5,Just want to try it
1540,Knp saya gada baground nya pdhl udh ngikutin arahan smua nya,3,Why don't I have a background even though I've followed all the directions
1541,"Akun saya jadi eror, dan tdk berfungsi dgn baik. Gara2 hacker atau keamanannya todak bagus, -_ (sebelumnya) Sekarang - Udah bagus dan untuk keaman data oke banget.",4,"My account has an error, and is not working properly. Because hackers or security is not good, -_ (previously) Now - It's good and for data security it's really good."
1542,Mohon pihak developer untuk mengganti bahasa dengan bahasa indonesia karena banyak yang tidak bisa memahami bahasa inggris terima kasih,4,"Please the developer to change the language to Indonesian because many can't understand English, thank you"
1543,like,4,like
1544,Apkny bgus bgtt !! Aplgi buat online school ????!! Jgn lupa dw apk in uu!!??,5,The apk is great!! Apps for online school ????!! Don't forget dw apk in uu!!??
1545,One of The best way to discuss each other @ differrent place,5,One of The best way to discuss each other @ different place
1546,Sangat bermanfaat sekali,5,Very useful
1547,Knp nggk bisa di download,1,Why can't it be downloaded
1548,"Praktis, bisa sambil apa saja kita tidak ketinggalan informasi topik yg dibicarakan.??????",5,"Practically, what can we do while we don't miss the information on the topic being discussed.???????"
1549,Baru mau coba,4,Just want to try
1550,??????,5,??????
1551,Bagus,5,Good
1552,Bguss,5,Good
1553,Ok banget apk ini sangat membantu sekali,5,"Ok, this apk is very helpful"
1554,Bagus banget aku bisa nge Zomm sama teman kelas aku,5,It's great that I can Zoom with my classmates
1555,Bagus banget ini aku suka,5,this is so good i like it
1556,Bagus apk nya,5,Good apk
1557,Jangan abis kuota sebelum 1 minggu,5,Don't run out of quota before 1 week
1558,"Aplikasinya bermanfaat, hny coba tambahkan filter kek di Ig gitu dong bang, supaya bisa menyamarkan dosa2 dan menutupi keburikan aing ketika bangun tidur?? supaya aing gak usah repot2 mandi lagi?? Terimakasih ?? Selain dari itu the best lah????",4,"The application is useful, just try adding a cake filter on Ig, bro, so you can disguise your sins and cover your badness when you wake up?? so that I don't have to bother bathing anymore?? Thank you ?? Apart from that, is it the best?"
1559,hingga 100 org,5,up to 100 people
1560,Oke,5,Okay
1561,ok,5,ok
1562,Apk gak guna....?( tapi boong ) ?? Boong gak boong gak enggak lah masa boong wkwkwkw eh mksdnya apk ny bagus bngt ciuss deh???,2,"Apk is useless....?(but it's a lie)?? Boong, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
1563,Bagus,4,Good
1564,Bagus,1,Good
1565,Bagus,5,Good
1566,Lumayan mudah dan bagus,5,Pretty easy and good
1567,Zoom ya bagus aku kasi bitang 5,5,The zoom is good I give 5 stars
1568,Aku,5,I
1569,Coba dulu deh,4,Try it first
1570,Ni apk bagus sih tapi gw rada kagak suka soalnya dipake buat belajar saya sangat depresi dan frustasi tapi mau gimana lagi kan ada Corona,5,"This apk is good but I don't like it because it's used for studying, I'm very depressed and frustrated but what can I do with Corona"
1571,Sangat memudahkan anak dalam belajar di saat pandemi,5,It's very easy for children to learn during a pandemic
1572,Bagus,4,Good
1573,Bagus,4,Good
1574,BISA ZOOM MEETING,5,CAN ZOOM MEETING
1575,Apk nya bagus??,5,Is the app good??
1576,????????,5,????????
1577,Bagus banget????????????????????????,5,Really good????????????????????????
1578,Muhammad Ilham Akbar,5,Muhammad Ilham Akbar
1579,Mungkin bagus,5,Maybe good
1580,Baguss,5,nice
1581,Kereeenn...,5,Kereeenn...
1582,SAIA LELAH MENGHADAPI ZOOM TIAP HARI.,1,I'M TIRED OF FACING ZOOM EVERY DAY.
1583,Ok,5,Ok
1584,Saya belum bisa menggunakannya,5,I can't use it yet
1585,gabisa di download,1,cant download
1586,Lumayan bagus,5,Pretty good
1587,Wow bagus banget.....,5,Wow very nice.....
1588,Kadang masih suka eror,3,Sometimes still like error
1589,bagus,3,good
1590,Udah di Download brpa x gx kluar juga,3,How many times have you downloaded it doesn't come out too
1591,"Wah gak bener ini masa saya mau sign in udah masukin email dan paswordnya benar semua ko di bilang salah terus akun saya malah diblokir, gimana sih ini apk huh",3,"Wow, that's not true, when I want to sign in, I've entered the email and the password is correct, why is it saying wrong and then my account is blocked, how is this apk huh?"
1592,Bagus,5,Good
1593,Bagus bisa di pakai buat belajar,5,Good to use for studying
1594,Apk bga,5,bga apk
1595,Buat sekolah bagus,4,Make a good school
1596,Sangat baik,5,Very good
1597,Apk bagus,4,Nice app
1598,Bukan hanya buat meeting sekarang buat sekolah juga bisa ????,5,"It's not only for meetings, now it's for schools too ????"
1599,Mengapa saya tidak pernah bisa mendownload mulu,1,Why I can never download mulu
1600,Aplikasi bngasat valid terus,1,Very valid application continues
1601,????,1,????
1602,Assalamualaikum warahmatullahi wabarakatuh Jadi begini aku bakalan jujur aku itu ngegunain ini buat ngaji sama guru saya. Saya mendengar suara guru dan teman saya tapi suara saya itu yang ngak ada saya menyesal banget udah ngedownlod ni zoom wasalamualaikum warahmatullahi wabarokatuh,1,"Assalamualaikum warahmatullahi wabarakatuh So this is how I'm going to be honest, I'm using this for the Koran with my teacher. I heard the voices of my teacher and friends but my voice wasn't there. I'm really sorry for downloading this zoom wassalamualaikum warahmatullahi wabarokatuh"
1603,Kenepa mendonglot aplikasi zoom lama,1,Why download the old zoom app
1604,Oke,4,Okay
1605,Bguss apk nyaa,2,Good apk
1606,Lumayan bagus aja,5,It's pretty good
1607,gk bisa login,5,can't login
1608,??,5,??
1609,"Masalah sinyal sangat mengganggu - hanya bisa menggunakan fitur mic ""video call nya mati"" - dan sebaliknya",3,"Signal problems are very annoying - can only use the mic feature ""the video call is off"" - and vice versa"
1610,hjn,1,hjn
1611,Sangat membantu dalam aktivitas belajar mengajar online...,5,Very helpful in online teaching and learning activities...
1612,Goosss lostaqdir for Below continue watching girl beatifuulll XXXsemore XxXx trims aquaality,5,Goosss lostaqdir for Below continue watching girl beatifuulll XXXsemore XxXx thanks aquaality
1613,Kami belum cara dftarnya,5,We haven't registered yet
1614,Jelek sekali aplk nya ????????????,1,The app is so bad ????????????
1615,????????????????????????,1,????????????????????????
1616,Saya baru donlod,5,I just downloaded
1617,Aplikasi bagus sekali bisa memperhemat uang perjalanan,5,Great app can save travel money
1618,makin ribet gabisa setting profile di hp,1,It's getting more and more complicated when I can't set profile on my cellphone
1619,"Bad af,many useles feature",1,"Bad af, many useless features"
1620,Ok,5,Ok
1621,Bagus,3,Good
1622,Aplikasi ini tidak ada game,1,This app no ​​game
1623,"Gak bisa di instal di HP ,,, udh berapa kali cobak",1,"I can't install it on my cellphone, how many times have you tried it?"
1624,??,5,??
1625,Ini bagus sekali,5,This is great
1626,bagus banget apk ini bisa membantu kita tatap muka walaupun tidak tatap muka,5,very good this apk can help us face to face even though not face to face
1627,Jelek gak bisa d donlod,1,Ugly can't download
1628,Sangat bagus,5,Very good
1629,"Ga Ada Virtual Background, Padahal Semua Persyaratan Udh Lengkap, Tolong Lah Buat Zoom Harus Pake Background, Mana Laptop Kameranya Jelek, Mau Gamau Harus Pake Hp, Malah Ga Ada Virtual Background Nya.",1,"There is no virtual background, even though all the requirements are complete, please make zoom, you have to use a background, which laptop camera is bad, you don't want to have to use a cellphone, in fact there is no virtual background."
1630,Seruuuuuuuuuuuuuuuuuuu bangetttttttttttt ????????,5,It's soooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo roundings ????????
1631,Wuuuuuu WUUUUUUUU!!!! ìñï ?m,5,Wuuuuuu WUUUUUUU!!!! ?m
1632,Bagus,5,Good
1633,Kenapa harus ada aplikasi ini aku jadi belajar lagi ??????????????,1,Why should there be this application so I'm learning again ??????????????
1634,Know it,1,know it
1635,Aku suka sih tapi cepet abisin paket baru beli udah abis ??????????????????????????,1,"I like it but I finish the package quickly, I just bought it already ??????????????????????????"
1636,Good,4,good
1637,Ok,5,Ok
1638,Bagus banget aku bisa ngezoom dengan apk ini bersama temen sekolah dan guru bisa ramai ramai????,5,It's great that I can zoom with this apk with school friends and teachers can be crowded????
1639,aplknya bagus bangat,5,the app is really good
1640,Kenapa aplikasi ini tidak bisa di instal saya sangat kesal bercoba ber kali kali,1,"Why can't this application be installed, I'm very annoyed that I tried many times"
1641,Ini kenapa apk tidak bisa di instal padahal signal nya bagus lancar,1,This is why the apk can't be installed even though the signal is good and smooth
1642,Thanks ya app nya,5,Thanks for the app
1643,Mantap,5,Great
1644,Good,5,good
1645,Gak bisa masuk aplikasinya udah login tetap gak bisa,1,"Can't enter the app, already logged in, still can't"
1646,??,5,??
1647,I hate this??,1,I hate this??
1648,Saya sangat suka aplikasinya ??,5,I really like the app ??
1649,Aman,5,Safe
1650,Re Mi mix kaya e ee nakal yaKTP mix 3er,2,Re Mi mix like e ee naughty ya KTP mix 3er
1651,Sangat membantu untuk virtual,3,Very helpful for virtual
1652,Duh gmna ini ko ga bisa2 sie mau dowload masih muter aja padah udah pake wifi,2,"Duh, how come it doesn't work, if you want to download it, it's still playing even though you're using wifi"
1653,ASADE KONTOL,1,ASADE CONTOL
1654,Gimana cara mengubah pengaturan ke bahasa indonesia,3,How to change settings to Indonesian
1655,Hah,5,Hah
1656,"bagus sih.. tapi kenapa gaboleh buat anak usia minor, padahal kita butuh buat belajar jadinya aku perlu uninstall lagi.. ribet.",3,"it's good.. but why can't it be for minors, even though we need to learn so I need to uninstall again.. complicated."
1657,5 star,5,5 stars
1658,"Bagus, banget nih apk",5,"Very good, this apk"
1659,Puas,1,Satisfied
1660,Ok nice,5,Ok nice
1661,"Ngak membantu,, tp gpp lah??",1,"It doesn't help, but it's okay??"
1662,"Kenapa saya sudah masukan Gmail saya selalu saja gagal , nggak bisa ,FAILED saya sudah mencoba berkali kali tetap tidak bisa gimana sih pihak zoom saya sudah ganti email baru masih tetap tidak bisa padahal saya belajar menggunakan aplikasi ini",1,"Why have I entered my Gmail, it always fails, I can't, FAILED I have tried many times but it still doesn't work, how come my zoom has changed a new email, it still doesn't work even though I'm learning to use this application"
1663,Oke,5,Okay
1664,??,5,??
1665,Gmna caranya untuk bisa menggunakan virtual background dng hp samsung A10..,3,How to use a virtual background with a Samsung A10 cellphone..
1666,Mempermudah proses belajar mengajar saat pandemi covid 19,5,Simplify the teaching and learning process during the COVID-19 pandemic
1667,Apk nya jelek tapi booong hayuk,5,The apk is bad but it's okay
1668,Masoj,5,Masoj
1669,Aku gk suka zoom ??,2,I don't like zoom??
1670,Untuk berkomunikasi dalam miring,1,To communicate in oblique
1671,Apk nya tidak bisa didownload,1,The apk cannot be downloaded
1672,good,5,good
1673,background nya gabisa digantii :(,4,replaceable background :(
1674,Kenapa kadang saya tidak bisa masuk zoom. Padahal jaringan dan device saya baik² saja. TOLONG DIPERBAIKI!!!!,1,Why sometimes I can't enter zoom. Even though my network and devices are fine. PLEASE FIXED!!!!
1675,Apk ini susah untuk di download,5,This apk is difficult to download
1676,Apl ini bagus bangat aku jadi bisa beljar online pake zoom,5,"This app is really good, so I can learn online using zoom"
1677,"Bagus,buat sekolah online",5,"Good, make online school"
1678,Apk gak jelassss,1,Apk not clear
1679,Apk nya bagus cocok buat sekolah online,4,"The apk is good, suitable for online school"
1680,gak bisa virtual background ck,3,can't virtual background ck
1681,Aku suka sama aplikasi ini aplikasinya bagus banget,5,I like this app it's really good
1682,Mantap,5,Great
1683,Bagus banget dah pokoknya ??,5,It's really good right??
1684,Good recommended,5,Good recommended
1685,Saru banget bisa zoom sama temen +guru+guru ngaji ??,5,It's really great to be able to zoom with friends + teacher + teacher of the Koran??
1686,Susah buat masukkkk,2,It's hard to enter
1687,aplikasi b4Ng$4T B4NY4K Bu9 B4Bi T4I,1,b4Ng$4T B4NY4K Bu9 B4Bi T4I app
1688,Lama paketnya,1,Package duration
1689,Aplikasi ini tidak bisa di download tolong kalau buat aplikasi bisa di download jangan tidak bisa,1,"This application cannot be downloaded, please if you make the application you can download it, don't you can't"
1690,Ok mntp,5,Ok mntp
1691,Tc,5,Tc
1692,Apa liat liat Jagan di baca yang baca kaya monyet ??,1,Did you see that Jagan was read who read like a monkey??
1693,? ? ? ? ?,5,? ? ? ? ?
1694,Sangat membantu,5,Very helpful
1695,??????????SABAR COK COK,5,"?????????Patience, OK?"
1696,Disuruh guru aja:),5,Just told the teacher :)
1697,Sss,5,Sss
1698,gak bisa pin orang :(,2,can't pin people :(
1699,Bagusssssss,3,Nicesssss
1700,Sangat menjengkelkan,1,Very annoying
1701,The Beast,5,The Beast
1702,Apaan nih.belajar online ???? situ mau belajar apa comli????,1,"What is this. Learn online???? what do you want to learn there, comli????"
1703,Sangat membantu,5,Very helpful
1704,Aplikasih nya sangat bagus,5,Very good app
1705,Lumayan sulit buat daftar nya,3,It's pretty hard to make a list
1706,Ok,5,Ok
1707,Lumayan bagus apk nya,4,Pretty good apk
1708,Saya suka sekali,5,I love it
1709,Keren,5,Cool
1710,Demi alek kgk ngp2,5,"For the sake of alek, why not ngp2"
1711,"Bagus banget pokok nya mah,,buat belajar buat kerja wah berfungsi lah??",5,"It's really good, really, for learning to work, does it work??"
1712,Bagus,5,Good
1713,"Apk zoom ini sangat membantu bagi kalangan mahasiswa bahkan pekerja,",4,"This zoom apk is very helpful for students and even workers,"
1714,"Bagus, bermanfaat dan okelah pokoknya.. thx banget??????????",5,"Good, useful and okay anyway.. thx really???????????"
1715,Bagusss,5,nice
1716,Tak gawe lossdol blas ak ra rewel,5,Don't worry los dol blas I'm fussy
1717,Yamete ku desaiiiiii aghhhhh????????????????????????????,5,My Yamete desaiiiiii aghhhhh????????????????????????????
1718,Saya tidak suka belajar hapus saja!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Benci banget saya dimarahi guru,1,I don't like learning just delete it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I really hate being scolded by the teacher
1719,Fiks apknya itu sangat membantu,5,The apk fix is ​​very helpful
1720,Bagus bermanfaat,5,good useful
1721,jujur pas saya masuk ko tekeluar kaya gitu² terus di ulang2 jadi ntah hp saya atau zoom nya:)),3,"Honestly, when I enter and exit like that, it keeps repeating so it's either my cellphone or the zoom :))"
1722,pekik masa keluar sendiri,5,scream when you go out alone
1723,Apk nya bagus untuk sekolah Tapi tambahin fitur virtual background nya di hp juga Jangan cuma di komputer,5,"The apk is good for school. But add the virtual background feature on the cellphone too, not just on the computer"
1724,Tingkatkan kwalitas,5,Improve quality
1725,Bagus sekali,5,Very good
1726,Sign in jadi susah sehingga ribet sign in,2,Signing in is so difficult that it's complicated to sign in
1727,Aplikasi ini bagus untuk belajar bareng,5,This app is good for studying together
1728,Ok,5,Ok
1729,aku kasih bintang lima??,5,I give five stars??
1730,Bagus aplikasi nya,5,It's a good app
1731,Ok,5,Ok
1732,Lumayan zoom buat epepan,5,Great zoom for epepan
1733,b aja,5,just b
1734,"Background susaaaaah, ga segampang tetangga lebih simple dan enak...",2,"The background is hard, it's not as easy as the neighbors are more simple and delicious..."
1735,Apk kentang,5,Potato Apk
1736,Dea putra pangestu,5,Dea son of pangestu
1737,Tolong dong kapasitas zoom di tambah soalnya setiap saya masuk zoom untuk sekolah penuh terus tolong ya ??????,3,"Please increase the zoom capacity, because every time I enter the zoom for full school, please help, okay?????"
1738,Maaf ini saya baru download tapi kenapa aplikasinya enggak bisa dibuka ya? Saya jadi harus membatalkan zoomnya.,1,"Sorry, I just downloaded this but why can't the application be opened? So I have to cancel the zoom."
1739,Aplkasinya walaupun tak bisa ku bukak tapi tetap ku donlwot dan juga tetap ku beri bintang 5,5,"Even though I can't open the app, I still download it and I still give 5 stars"
