,content,score,English
1682,Saya sudah uninstal apk banyak malah gabisa di instal...pihak goggle palystore!!,1,"I've uninstalled a lot of apks, but they can't even be installed... on google playstore!!"
1683,"Siip, mantap..",5,"Sip, steady.."
1684,"Saya merasa terbantu dengan google meet ini untuk sekolah, tapi kalau saya bisa beri masukan saya ingin sekali untuk ditambahkan fitur konfirmasi saat membuka mic atau kamera. Karena saya punya pengalaman ketika sedang mengoffkan mic, saya tidak sengaja menekan tombol micnya dan akhirnya tanpa saya sadari mic saya on. Semoga fitur ini bisa ditambahkan",4,"I find this google meet helpful for school, but if I could give input I would love to add a confirmation feature when opening the mic or camera. Because I have experience while muting the mic, I accidentally pressed the mic button and finally without realizing my mic was on. Hopefully this feature can be added"
1685,Sangat bagus,5,Very good
1686,Good,5,good
1687,Mantap,5,Great
1688,Gak iso donloawd,1,iso download
1689,Masih banyak bug,3,Still a lot of bugs
1690,Semuah nya harap hati-hati dengan aplikasi zoom meeting sangat berbahaya bagi guru-guru dan murid harap hati hati ya Kalo mau sekolah online pake aplikasi google meet aja ya Segini aja info dari saya terimakasih..?? #Zoom meeting sangat berbahaya,5,"Everyone, please be careful with the Zoom meeting application, it is very dangerous for teachers and students. Please be careful. If you want to go to school online, use the Google Meet application. This is all the info from me, thank you?? #Zoom meeting is very dangerous"
1691,Aplikasi nya jelek saya masuk kok langsung keluar,1,"The application is bad, I go in, how come it immediately leaves"
1692,Error failed terus join,1,Error failed keep joining
1693,", ??",5,", ??"
1694,"Suka force close kl lagi on cam. Padahal sinyal gak ada gangguan, lancar"" aj. Jd kalau lagi meet terganggu. Tolong pihak developer diperbaiki, terimakasih",2,"I like to force close when I'm on cam. Even though the signal is not interrupted, it's smooth ""j. So when the meeting is interrupted. Please the developer fix it, thank you"
1695,Aplikasi nya sangat bagus,5,The application is very good
1696,Cacat sial,1,Damn handicap
1697,Ok,4,Ok
1698,Sugoi desu,5,Sugoi desu
1699,Asu,5,Asu
1700,Khusus audionya di tingkatkan kualitas nya lagi,4,Especially the audio quality is improved again
1701,Aplikasi ini sangat membantu-! Terima kasih-!!,5,This app is very helpful-! Thank you-!!
1702,Nub,5,Nub
1703,"Kasih bintang segitu lah, kecewa banget.. Gimana sih ini caranya biar gak Flip kamerannya. Disaya tidak terlihat flip, namun di lihat dari teman-teman saya flip kameranya??",2,"Give it a star like that, I'm really disappointed.. How do you do this so you don't flip the camera. I don't see the flip, but my friends see that the camera flips??"
1704,Apakah di HP sudah bisa mengganti background dan tampilan lebih banyak?,5,Is the cellphone already able to change the background and display more?
1705,Tolong update sub Indonesia,5,Please update Indonesian sub
1706,Kak tolong di perbaikin biar tidak keluar kalau sudah di perbaikin aku kasih bintang 5,1,"Sis, please fix it so it doesn't come out, if it's been fixed, I'll give 5 stars"
1707,Mantap,5,Great
1708,Bagus,5,Good
1709,Meresahkan,2,Unsettling
1710,Apliksi ini bgus banget kalau di pakai buat sekolah online,5,This application is really good if you use it for online school
1711,Sekolah Tros,2,Tros School
1712,Great app,5,Great app
1713,Bagus banget,5,Really good
1714,Audio sering bermasah. Sudah 3× ganti headset masih tetap keluar lewat speaker audionya,1,"Audio is often problematic. I've changed the headset 3 times, it still comes out through the audio speakers"
1715,Aplikasi bagusssss,1,Nice applicationsss
1716,Yah,5,Yes
1717,Mudah dan menyengkan,5,Easy and fun
1718,Coba dulu,1,Try first
1719,Jelek,1,Bad
1720,Apk ini SanGat BaGus??,5,This apk is very good??
1721,GOOD,5,GOOD
1722,Tampilan di hp mohon diperbaiki agar bisa melihat seluruh anggota. Thx,4,Please fix the display on the cellphone so that you can see all members. Thx
1723,Bagus buat meeting jarak jauh maupun buat daring,5,Good for remote or online meetings
1724,aku suka,5,I like
1725,Ok,5,Ok
1726,Bagus banget ya untuk sekolah!,5,It's great for school!
1727,Sangat Baik,5,Very good
1728,Ok,5,Ok
1729,bagus,5,good
1730,Sabgat baik,5,Very good
1731,Ujang gustomi,1,Ujang bustomi
1732,Bagus,5,Good
1733,Tingkat kan pelayanan nya,5,Level up the service
1734,Bagus tp kdg klo jaringan agak jelek share screen nya agak telat,4,"It's good, but sometimes if the network is a bit bad, sharing the screen is a bit late"
1735,"Saya ingin bertanya, mengapa aplikasi ini sering tiba-tiba berhenti? Yang mengakibatkan saya keluar dari room rapat. Mohon tanggapan nya.",2,"I want to ask, why this application often stops suddenly? Which resulted in me leaving the meeting room. Please respond."
1736,Ini duja,1,This is duja
1737,Sangat membantu ????,5,Very helpful ????
1738,Membantu sekali untuk belajar online,5,Very helpful for online learning
1739,Gugel in bagus,1,Good google
1740,Sukaa,5,Like
1741,Bagus polll!!,5,Nice poll!!
1742,Belajar mulu dah perasaan??,1,Have you learned how to feel??
1743,Saya suka aplikasi ini bisa membantu saya terimakasih,5,I like this application can help me thank you
1744,??,5,??
1745,"Kepada Gmeet kenapa setiap on cam selalu out sendiri, tolong dong ini sangat menggangu",2,"To Gmeet why does every on cam always go out alone, please, this is very annoying"
1746,Aplikasi nya bagus tapi sering putus-putus,3,The application is good but often crashes
1747,mantappp,5,steadypp
1748,Awokawok,1,Awokawok
1749,Nyeh aj,5,It's okay
1750,Tingkatkan lagi kestabilannya,5,Increase the stability again
1751,Sangat buruk!!,1,Very bad!!
1752,??????????????????????????????????????????,5,????????????????????????????????????????????
1753,Ya bisa membantu lah??,4,"Yes, can you help?"
1754,Tidak bisa berfungsi!,3,Can't work!
1755,Apa liat²,5,What clay²
1756,Saya suka sama gugle meet dan bisa video call masa pandemi vorono,4,I like google meet and can video call during the vorono pandemic
1757,Bagus..,4,Good..
1758,Love,5,love
1759,Cukup.,5,Enough.
1760,Yamete Anying,1,Yamete Anying
1761,buruk sekali..susah ubded,1,really bad.. it's hard to update
1762,Bagus,1,Good
1763,Y.,1,Y.
1764,Nanti kalau bagus aq kasih bintang 5,3,Later if it's good I'll give 5 stars
1765,"Aplikasi ini berfungsi banget buat sekolah ,makasih ????",5,"This application really works for school, thank you ????"
1766,Saya sangat senang bisa menggunakan aplikasi ini,5,I am very happy to be able to use this application
1767,Sangat bagus,5,Very good
1768,Napa sih sayang nya google meet telah berhenti mulu. AAAAARRGGHHHH hp ku kentang atau apk nya error,1,"Why, unfortunately, Google Meet has stopped. AARRGGHHHH my cellphone is a potato or the apk error"
1769,Aplikasi ini bagus bisa buat rapat dan sebagainya tapi kadang masih banyak masalah kaya kameranya ga bisa dinyalakan terus audio sama video nya ga singkron juga kadang pembaruan layar presentasinya lambat nanti kalau udh betul saya kasih bintang 5 deh.,4,"This application is good for meeting and so on, but sometimes there are still many problems like the camera can't be turned on, the audio and video are not in sync, sometimes the presentation screen updates are slow, if it's correct, I will give 5 stars."
1770,"Ini kenapa playstore gk bisa dipakai buat download & upgrade??? Sampai ganti pakai 3 jaringan seluler gk bisa2 dari kemarin. Pakai wifi pun juga gk bisa, ada apa ini dgn playstore?? ????????",3,"This is why playstore can't be used to download & upgrade??? Until I changed to using 3 cellular networks, I couldn't do it since yesterday. Can't even use wifi, what's wrong with the playstore?? ????????"
1771,Tertunda terus,1,Keep on delay
1772,"fitur yang ditawarkan memadai, walaupun untuk teks subs translate nya belum sempurna.",4,"the features offered are adequate, although for subtitles the translation is not perfect."
1773,Suka lama laoding kalo mau masuk ke rapat??,3,Do you like loading times when you want to go to a meeting??
1774,Sangat membantu,5,Very helpful
1775,"Sebenarnya aku benci bet harus vc bareng guru,tapi aku kasih bintang 5 supaya mendukung developernya aja",5,"Actually, I hate having to be vc with my teacher, but I'll give 5 stars just to support the developer"
1776,"Piling gud aplikasi baguss,dah ya jangan bersedih lagi,kan sudah d kasih bintang 5.??",5,"Piling gud application is good, okay, don't be sad anymore, have you given 5 stars??"
1777,aku download ini cuma buat sekolh njir,1,i downloaded this just for high school njir
1778,Ok,5,Ok
1779,Knp gabisa di Download yaa?????,1,Why can't it be downloaded?????
1780,Good,5,good
1781,????????????,4,????????????
1782,Pengen download ni app lama bettttttt,3,Want to download this old app betttttt
1783,Bagus sekali saya sngat suka,5,Very good I really like it
1784,Bagusssss?????,5,Nicessss????
1785,"Knp yah klo saya lagi belajar online, guru shere screen ngga keliatan. Jaringan juga bagus karna saya sama teman selalu belajar dirumah saya di teman saya screen nya keluar klo sama saya ngga keluar tolong di perbaiki",2,"Why, when I'm studying online, the teacher sharing screen doesn't appear. The network is also good because my friends and I always study at home, my friend's screen comes out, if I don't come out, please fix it"
1786,Good,5,good
1787,Mantap,5,Great
1788,Si utan bau,5,The smelly orangutan
1789,Aplikasi nya bagus,5,The app is good
1790,Bagus banget,5,Really good
1791,"Aplikasi ini bagus, tapi playstore nya jelek",1,"This app is good, but the playstore is bad"
1792,"Sangat sulit untuk masuk, baik menggunakan link ataupun kode presentasi, padahal sinyal oke, RAM 8GB, tetep aja sulit untuk masuk. Saatnya pindah ke aplikasi biru.",1,"It's very difficult to enter, either using a link or a presentation code, even though the signal is okay, 8GB RAM, it's still difficult to enter. Time to move to the blue app."
1793,GooD ApK,5,GoodD ApK
1794,"Knpa lama sekali menginstal nya udh cape nungguin nya,gimana sih ini kok gamau di unstall google meet nya",3,"Why did it take so long to install, I'm tired of waiting, how come it doesn't want to uninstall Google Meet"
1795,Sangat bermanfaat ??,5,Very helpful ??
1796,Bagus,5,Good
1797,"membantu memposting tugas, bisa bertemu dengan siswa",4,"help post assignments, can meet students"
1798,KEREN!!!,5,COOL!!!
1799,Persidangan video selamat,5,Congratulations video trial
1800,Good,5,good
1801,Aplikasi ini bagus banget kalian harus download makanya aku kasih bintang 5,5,"This application is really good, you have to download it, that's why I give it 5 stars"
1802,Aplikasinya bagus kalian kalo ada zoom pakai aplikasi ini langsung instal aja!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,"The application is good, you guys, if you have zoom, use this application, just install it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!"
1803,So bad. Knp tiap join link tidak ada rapat terus sih?,1,So bad. Why doesn't there continue to be a meeting for every join link?
1804,??,5,??
1805,"This app is very good, i hope more fiture can available on this app , Thanks :)",5,"This app is very good, I hope more features can be available on this app , Thanks :)"
1806,"Oi, dikasih opsi setingan ""iya atau tidak"" napah biasanya gw selalu kepencet apalagi tombol leavenya, gw tiba tiba selalu keluar sendiri rupanya kepencet mulu Toloooong banget yah.......",2,"Oi, given the option of setting ""yes or no"" why do I usually press the button especially the leave button, I suddenly always come out on my own, apparently I press my mouth really, really...."
1807,oke,5,okay
1808,"Assalamualaikum. Saya Ingin Berterima Kasih Kepada Apk Ini. Semuanya Fiturnya Bagus, Tapi Tolong Tampilkan Teksnya Di Tambahkan Bahasa Indonesia. Entah Saya Yg Kurang Tau Atau Belum Ada. Tolong Di Perbaiki. Maaf Dan Terima Kasih. Wassalamualaikum.",5,"Assalamualaikum. I Want To Thank This Apk. All of the features are good, but please show the text in the Indonesian language added. Either I Don't Know Or I Don't Have It. Please Fix. Sorry and thank you. Wassalamualaikum."
1809,Sangat membantu,4,Very helpful
1810,"Buat kalian yang komplain patah patah lah, presentasi ga muncul lah, heyy! Sinyal kalian jelek gblk. Sadar diri dan sadar kuota dong!",5,"For those of you who complain, it's broken, the presentation doesn't appear, hey! Your signal is bad. Self-aware and quota-aware dong!"
1811,Sangat hebat Google Meet,5,Very great Google Meet
1812,"Saya suka banget sama aplikasi g.meet ini tp sayangnya, tampilan di HP berbeda dengan dilaptop, apa bisa tampilan di HP disamakan dengan di laptop, ingin bisa melihat semua audiens full layar, jika dihp cm bis melihat 3 teratas yg bawahnya tidak terlihat hanya avatar-avatar saja, mohon untuk di-update Krn aplikasi ini SGT bermanfaat. Terima kasih..",4,"I really like this g.meet application but unfortunately, the display on my cellphone is different from my laptop, can the display on my cellphone be the same as on a laptop, I want to be able to see all audiences full screen, if on my cellphone I can see the top 3, the bottom is not visible only the avatar -avatar only, please update it because this application is very useful. Thank you.."
1813,Lag,5,lag
1814,Bagus dan berguna,5,Nice and useful
1815,Good apps,5,Good apps
1816,Good,5,good
1817,Rluar biasa,5,Extraordinary
1818,Audio putus putus,1,Broken audio
1819,????????,5,????????
1820,Bagus,5,Good
1821,Rakha Khanza Pratama ????????????????????????????,5,Rakha Khanza Pratama ????????????????????????????
1822,ok,5,ok
1823,Capekk,1,tired
1824,Semakin jelek kualitasnya??,1,The worse the quality??
1825,Hahayy,1,Hahayy
1826,Berputar terus ga bisa download Google Meet .,1,"It keeps spinning, can't download Google Meet."
1827,Bestlah,5,best
1828,App ini sangat membantu kita menyelesaikan masalah antar kampung. Contoh: jika kalian memiliki masalah dengan kampung sebelah tapi takut pergi kekampung sebelah solusinya app ini. Anda bisa mengadakan musyawarah antar kampung sehingga perasaan anda terhadap nyawa anda akan aman. Karena takutnya kalau sudah datang kekampung sebelah yang kembali tinggal kepala kan repot urusannya. Sekian,5,"This app really helps us to solve problems between villages. Example: if you have problems with the next village but are afraid to go to the next village, the solution is this app. You can hold deliberations between villages so that your feelings for your life will be safe. Because he was afraid that when he came to the next village, the only thing left was his head. so much"
