userName;content;score;at;Nilai;;;
Yudi Rusdianto Rusdianto;Sangat membantu aktifitas;4;2021-04-23 01:21:10;POSITIF;;;
ERna Sahiba Erna;Assalamu'alaikum warahmutallahi wabarakatuh saya ingin kasih tau kalau ini aplikasinya bgs banget harus di donwlod ya kalo gak ntr rugi terima kasih wasalamu'alaikum warahmutallahi wabarakatuh;5;2021-04-22 23:42:23;POSITIF;;;
Putri Pratama ds;Google ini sangat lama loading terus susah di donglowad lama bangetttttttttttttttttt??;3;2021-04-22 22:42:51;NEGATIF;;;
catur wulandari;"Sebenarnya sudah bagus. Namun kemarin pas saya sedang ikut webinar via google meet, tiba"" muncul gambar dan video tak senonoh. Apakah mungkin di-hack atau bagaimana, krn jelas hal tersebut mengganggu jalannya webinar dan membuat peserta tidak nyaman. Nama pengguna yg menyebarkan gambar tersebut bukan nama org Indonesia, melainkan nama asing. Mohon ditingkatkan lg utk keamanannya. Terimakasih.";4;2021-04-22 22:13:47;POSITIF;;;
Rafandra 1b 29;good;5;2021-04-22 21:59:52;POSITIF;;;
Satiman Satiman;Sinyal bagus, buka apps lain lancar jaya. Giliran buka apps ini, loading bisa nyampe sejam. Udah clear cache, clear data sama aja gaada perubahan wkwk.;1;2021-04-22 21:37:20;NEGATIF;;;
Riska Risky Nabila;Ayo dondlot membuat kita vc bareng loh ayo;5;2021-04-22 21:09:03;POSITIF;;;
Amrizal DP;Need pinned meeting ID which often we use... or a list of meeting ID that we used before...;5;2021-04-22 20:50:42;POSITIF;;;
RobiIrwan99;Bermanfaat bgus;5;2021-04-22 16:01:42;POSITIF;;;
Rayss;Kasih bintang 1 murid;1;2021-04-22 14:54:03;NEGATIF;;;
Lia Mutiara;Jos;5;2021-04-22 14:02:28;POSITIF;;;
Talitha Christabel;I gonna play with this so cool reallyyyyy;5;2021-04-22 12:59:44;POSITIF;;;
Raden Wijaya;Apk ini sangat bacot;1;2021-04-22 11:43:14;NEGATIF;;;
BANG MUL;Keren;5;2021-04-22 10:28:53;POSITIF;;;
Nayla Apriliant;hayy , untuk google meet makasii yaa, berkat apk ini saya bisa mengikuti pembelajaran daring secara virtual ihihi . harapan saya pada apk ini agar bisa menampung lebih banyak peserta yaa , tingkatkan performa nya juga okee??.;5;2021-04-22 10:14:04;POSITIF;;;
ALDI NUR SETIAWAN;Fiturnya tidak merata di semua hp. Padahal hp saya prosesor, ram, serta memory internal sangat mencukupi untuk mendapatkan fitur blur background tetapi saya tidak mendapat fitur tersebut. Mohon diperbaiki;1;2021-04-22 10:05:42;NEGATIF;;;
Hanin Salsabila;Aplikasi ini jelek tapi!!!! Boong hayuk;2;2021-04-22 09:39:45;NEGATIF;;;
Syakira RizkyR;Sering ga muncul layarnya;2;2021-04-22 08:58:07;NEGATIF;;;
Ismatul Maula;Oke;5;2021-04-22 07:45:21;POSITIF;;;
Nuryanti Hutabalian;Videonya terang;5;2021-04-22 07:43:51;POSITIF;;;
Firmansyach Putra;Kok sering keluar sendiri, lagi meeting juga.. Pas lagi penting keluat sendiri mulu;2;2021-04-22 06:48:20;NEGATIF;;;
Sri Della;TOLONG DITAMBAHKAN FITUR RIWAYAT, JANGAN HANYA ADMIN SAJA YANG BISA MELIHAT;1;2021-04-22 06:21:36;NEGATIF;;;
Yuliyanto Official;??;1;2021-04-22 05:59:52;NEGATIF;;;
Chelsea Salma;membantu say;5;2021-04-22 05:23:38;POSITIF;;;
jamaludin hidayat;Mantaplah;5;2021-04-22 04:59:14;POSITIF;;;
Parid Kancil;terima kasih;4;2021-04-22 04:38:04;POSITIF;;;
Ronal diansyah;Not good;2;2021-04-22 03:57:35;NEGATIF;;;
Nurul Istiqomah;Aplikasi yang sangat membantu sekali, selama pandemi aplikasi ini yang membantu saya sekolah online;5;2021-04-22 03:52:26;POSITIF;;;
najmi 354;Mantap;5;2021-04-22 03:32:08;POSITIF;;;
Faza Calya;lambat merespon;1;2021-04-22 03:20:04;NEGATIF;;;
abu alfatih679;Sangat membantu.. ??????;5;2021-04-22 03:19:15;POSITIF;;;
02 Justin;kok kadang-kadang suka keluar sendiri sih :( . Tapi tetep ku kasih bintang 5 kok;5;2021-04-22 02:59:26;POSITIF;;;
Kadar Solihin;Sedeng!!;2;2021-04-22 02:33:18;NEGATIF;;;
Maria Magdalena;Saya suka banget aplikasi ini sangat bagus;5;2021-04-22 02:33:13;POSITIF;;;
Yusten Tse;Good;5;2021-04-22 02:19:19;POSITIF;;;
Nur Azizah;Bagus banget bermanfaat soalnya sy sekolah pke google meet;5;2021-04-22 02:16:38;POSITIF;;;
Nouren Gimon;baguuuuuuuuuuuuuussdsssddsssds beeeeeeetttttssssd;5;2021-04-22 02:16:13;POSITIF;;;
andreas ryand;Semua video jadi hitam ketika menggunakan kamera ataupun lagh wifi dan juga black screen pas WiFi lagh;1;2021-04-22 02:15:36;NEGATIF;;;
Nurul alifia Bahrudin;Bagus;5;2021-04-22 02:14:03;POSITIF;;;
Erik Ramadhan;Bagus;5;2021-04-22 02:10:48;POSITIF;;;
Gustama Rudita;Oke;5;2021-04-22 01:46:41;POSITIF;;;
Adit Saputra;Banyak sekali masalah yang saya alami, contohnya : pada saat guru/murid on mic, kenapa suara mereka kecil banget bahkan sampe tidak kedengeran. Tolong diperbaiki, Terimakasih;1;2021-04-22 01:19:56;NEGATIF;;;
Ryan Duta;Bagus;5;2021-04-22 01:01:47;POSITIF;;;
Ucil Woles;Wulan;1;2021-04-22 01:00:48;NEGATIF;;;
c;Jangan di download;1;2021-04-22 00:50:37;NEGATIF;;;
Muhammmad Rasidi;Kenapa sekarang sulit masuk? Padahal saya pakai kuota kemendikbud dan masih banyak,namun sekarang ini sulit untuk masuk.Tolonglah di fix saya jadi sulit;2;2021-04-22 00:47:11;NEGATIF;;;
roni abidin;Gak bisa pake headset, headphone berkabel dan bluetooth earphone, headphone, berisik kalo gak pake itu orang keganggu jadinya:( Mohon ada untuk update dari kesalan nya jadi tidak ada semoga dibaca, dilaksanakan;1;2021-04-22 00:40:28;NEGATIF;;;
9B Annisa Rizki Ramadhani;Kenapa ditempat saya tidak bisa efek blur pada saat meet;3;2021-04-22 00:39:20;NEGATIF;;;
RAFI _ GAMING;Bagus banget ni aplikasinya buat sekolah,kerja,dll jadi cocok;5;2021-04-22 00:22:06;POSITIF;;;
Febianti Setyorini;Cocok buat vicon belajar Thx;5;2021-04-21 22:42:53;POSITIF;;;
Lilis Nurjanah;"Google meet memang canggih.tapi kalo memberi petunjuk jangàn di putar""";5;2021-04-21 21:54:55;POSITIF;;;
Safri Sutami;Sangat bagus;2;2021-04-21 21:43:07;NEGATIF;;;
Clarissa Meiliana Putri;??????;5;2021-04-21 20:18:54;POSITIF;;;
Harryadi RG;Hasil video gelap di sony xz1. Tolong kasih setting brightness manual. Karena yg bikin sony xz1 kurang ahli.;1;2021-04-21 16:59:44;NEGATIF;;;
Sonsonnn;Baguss;4;2021-04-21 13:45:09;POSITIF;;;
Sio gaming;Aplikasi ini sangat membantu saya kalian juga harus menginstal aplikasi ini dijamin mantap dah;5;2021-04-21 12:51:52;POSITIF;;;
Arya Widiada;penyimpananya bisa di kuragi?;1;2021-04-21 12:28:08;NEGATIF;;;
Jangkah Galuh. p -;Burikkk;1;2021-04-21 12:26:01;NEGATIF;;;
Dwi Sumpani;Akan sangat bagus jika bisa menggunakan background saat menggunakan hp;4;2021-04-21 12:22:39;POSITIF;;;
Steven Gunawan XD;??????;5;2021-04-21 11:44:32;POSITIF;;;
koloni 99;bagus;5;2021-04-21 06:59:53;POSITIF;;;
Fahmi Nurdiansyah Channel;Nice, This is very useful for me when there is a lecture or if I want to make a video with my dear family?????;5;2021-04-21 06:35:23;POSITIF;;;
Mira Witantri;Bagus Sekali;5;2021-04-21 05:52:19;POSITIF;;;
G_Mohamad Alvian Hadi Arahman;Tidak bisa gabung meeting knp yaa;1;2021-04-21 05:50:58;NEGATIF;;;
VIANDRA CARPIO.S;Bagus;5;2021-04-21 04:23:03;POSITIF;;;
Akbar kamil;Gak jelas;1;2021-04-21 03:53:44;NEGATIF;;;
MUCHAMAD FAREL FIRDAUS;Males banget ahh elah, masa pas masih pelajaran tiba tiba keluar sendiri gak jelas tolong perbaiki ,baru gw kasih bintang 5;3;2021-04-21 03:43:11;NEGATIF;;;
Devi Mutiara al kahfi;Mebantu;5;2021-04-21 03:28:20;POSITIF;;;
Kyra Ghassani;Bagus aplikasi nya;5;2021-04-21 03:26:19;POSITIF;;;
hayuni harahap;Ok;5;2021-04-21 03:26:16;POSITIF;;;
Rva Vva;Semakin di-update semakin sulit masuk room kelas. Dahlah apk ga guna;1;2021-04-21 03:17:32;NEGATIF;;;
rafael ansari;aplikasi setan;4;2021-04-21 03:16:50;POSITIF;;;
Muslimah Hanifah;Au gua bingung;1;2021-04-21 03:00:56;NEGATIF;;;
ALIF AL MUBDI;Aplikasi ini bagus banget;5;2021-04-21 02:47:21;POSITIF;;;
Gideon Pangestu;Terlalu banyak menggunakan kuota . mending discord;1;2021-04-21 02:31:08;NEGATIF;;;
Arya Wira Wijaya;Jelek on cam malah berhenti sendiri... Booo tidak bagus kawan oi dev.. Sampah app mu. >:v;1;2021-04-21 01:33:29;NEGATIF;;;
Andika Dika;Bgs;5;2021-04-21 01:23:34;POSITIF;;;
Malik wijaya123;Maaf, saya mengalami kendala dimana notifikasi orang yang bergabung dan keluar itu muncul terus menerus, hal ini sangat mengganggu. Padahal orang-orang di dalamnya masih tetap sama tidak kurang atau lebih. Mungkin bisa untuk diperbaiki terima kasih.;3;2021-04-21 01:12:16;NEGATIF;;;
Wiliy Gaming 12;Di donloadnya susah;1;2021-04-21 01:12:15;NEGATIF;;;
Yeni Suryono;Hay, aplikasi ini bagus^^ bisa untuk meet bersama keluarga/teman/ utk sekolah... Tapi aku agak kecewa karena tampilan di hp sama di laptop beda?? trus di hp cara ngedit backgroundnya itu gimana?????? masa bisanya cuma di laptop?? tolong di perbaiki yaa Sekian...??;4;2021-04-21 00:57:46;POSITIF;;;
alya barokah;Bagus sekali sangat membantu;5;2021-04-20 23:49:36;POSITIF;;;
Stevanus Naibaho;Belajar online dengan video cool;5;2021-04-20 14:53:22;POSITIF;;;
Pak Parwito;Bagus;5;2021-04-20 13:27:58;POSITIF;;;
Musiic Video;belajar mluu, kapan pinter nya;2;2021-04-20 13:27:18;NEGATIF;;;
meli yanti;Untuk mempermudah class meting dari grup sekolah;5;2021-04-20 13:00:00;POSITIF;;;
ANDI RAIH;Bagus banget;5;2021-04-20 12:42:52;POSITIF;;;
wulan dc;bagus;5;2021-04-20 11:13:24;POSITIF;;;
Muhyar Oke;Coba dulu;3;2021-04-20 09:28:45;NEGATIF;;;
Rizky Rubi Arista;Bagus banget bisa sekolah daring;5;2021-04-20 09:23:24;POSITIF;;;
Arsyad andira;Wih keren d Sih;5;2021-04-20 09:17:35;POSITIF;;;
andriana budiman;Nice;5;2021-04-20 08:27:31;POSITIF;;;
Refan Zhaa;Gw kgk tau gimana hasilnya, soalnya disuruh guru buat instal aja gitu;1;2021-04-20 08:21:01;NEGATIF;;;
Slamet Widodo;Sering keluar banyak iklan;1;2021-04-20 07:44:10;NEGATIF;;;
Ikhwan Khanafi;Good;4;2021-04-20 06:53:22;POSITIF;;;
Denny Vandu;Gila bagus banget;5;2021-04-20 06:32:20;POSITIF;;;
syhidin _mks;Ini sagat bagus sekali;5;2021-04-20 05:48:34;POSITIF;;;
Baskoro Indra trijaya;Siip;5;2021-04-20 05:47:40;POSITIF;;;
Nelsen Gaming;Walpeper nya td ada sekarang ilang kek mana kau;3;2021-04-20 05:30:37;NEGATIF;;;
Muh Rifsal;Bagus aplikasinya????;4;2021-04-20 04:18:09;POSITIF;;;
16_Mutiara Sophia_XTB2;Macet macet;3;2021-04-20 04:12:43;NEGATIF;;;
Nur Efendi;Ok;5;2021-04-20 04:09:18;POSITIF;;;
Muhammad Fachreza;??;5;2021-04-20 03:13:23;POSITIF;;;
Baba Muras;Mantap;5;2021-04-20 03:12:13;POSITIF;;;
FATHIAN GAMING;jelek banget;5;2021-04-20 02:49:32;POSITIF;;;
Credo Dominicus Ardamis;Bikin ngantok apk nya jelek kurang bahus;1;2021-04-20 02:28:29;NEGATIF;;;
Rohmani Darus;Dah download eh bukannya masuk ke Google meet malah masuk browser;1;2021-04-20 02:22:25;NEGATIF;;;
Arif Fashli Hakiki;Keluhan saya sama dengan tadeus, kalau penasaran coba scroll aja sat;2;2021-04-20 02:20:48;NEGATIF;;;
jangan bacot di channel aku;Apk ini sangatlah bagusssssss;5;2021-04-20 02:09:33;POSITIF;;;
Daniel Indrawan;Sangat membantu;5;2021-04-20 01:42:32;POSITIF;;;
Ellifas Huninhatu;Sekola;5;2021-04-20 01:30:47;POSITIF;;;
172_Bryan Amirul Husna;Aplikasi bagus bisa jalan di latar belakang (jadi kalau bosan meet bisa buka yang lain :) );5;2021-04-20 01:28:46;POSITIF;;;
Lily Lay;Aku mau aja kasih bintang 1 :v;1;2021-04-20 01:18:41;NEGATIF;;;
BlackBrostPro;KENAPA SAYA TIDAK BISA NGUBAH LATAR BELAKANG WOY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;1;2021-04-20 01:17:07;NEGATIF;;;
Wawan carwan;Aplikasi ini sangat berguna saat pandemi ini;5;2021-04-20 01:04:37;POSITIF;;;
Wafii Prawira;Good;5;2021-04-20 00:42:07;POSITIF;;;
Ok Google;Males gm;1;2021-04-20 00:32:26;NEGATIF;;;
William Yohanes;Seru;5;2021-04-20 00:16:07;POSITIF;;;
Ah. Juaeni;Matap sangat bermanfaat;5;2021-04-19 23:42:51;POSITIF;;;
Risan Alvian;Saya benci apk ini gara gara apk ini saya jadi harus sekolah online;1;2021-04-19 23:40:43;NEGATIF;;;
Fitriani Juma;Fit;5;2021-04-19 23:08:47;POSITIF;;;
Anan Daros;Good job;5;2021-04-19 22:53:13;POSITIF;;;
Ahmadi Uti;Bagus dan membantu;4;2021-04-19 21:00:21;POSITIF;;;
Adinda Rahmawati;Kok gak bisa pecet izinkan si? Besok saya mau rapat;1;2021-04-19 16:32:22;NEGATIF;;;
ulfa qodaryanti;Aplikasi sering keluar rapat sendiri, mohon diperbaiki, kesalahan ini sangat mengganggu;1;2021-04-19 14:37:42;NEGATIF;;;
andini christy;Aplikasi nya bagus memuaskan saya dalam belajar;5;2021-04-19 14:01:02;POSITIF;;;
Rah ka;Makiiiin;5;2021-04-19 13:47:29;POSITIF;;;
Claudia Nindita;buat video sm audio udh bagus, cmn klo bisa yg di hp juga bisa ditampilin semua pesertanya kyk di laptop gt;4;2021-04-19 13:03:07;POSITIF;;;
Halani syika;Setelah update jadi suka keluar sendiri saat menyalakan kamera di hp, saya ingin tampilan Hp di sama kan dengan laptop agar bisa melihat semua peserta meet;2;2021-04-19 13:00:17;NEGATIF;;;
Sansbrother 234;Keren aplikasinya fiturnya juga bagus hape juga ga panas pake google meet??????????;5;2021-04-19 11:29:33;POSITIF;;;
Syahruddin M.Pd.;Okey;4;2021-04-19 11:09:20;POSITIF;;;
noval aditya;Saya sudah uninstal apk banyak malah gabisa di instal...pihak goggle palystore!!;1;2021-04-19 10:42:32;NEGATIF;;;
bobby postobello;Siip, mantap..;5;2021-04-19 10:13:36;POSITIF;;;
Anastasia Nadine;Saya merasa terbantu dengan google meet ini untuk sekolah, tapi kalau saya bisa beri masukan saya ingin sekali untuk ditambahkan fitur konfirmasi saat membuka mic atau kamera. Karena saya punya pengalaman ketika sedang mengoffkan mic, saya tidak sengaja menekan tombol micnya dan akhirnya tanpa saya sadari mic saya on. Semoga fitur ini bisa ditambahkan;4;2021-04-19 08:43:17;POSITIF;;;
Sukmawati Arsyad;Sangat bagus;5;2021-04-19 08:23:20;POSITIF;;;
Salma ILYA;Good;5;2021-04-19 08:01:22;POSITIF;;;
Rama adi jaya 123;Mantap;5;2021-04-19 07:01:11;POSITIF;;;
Satria Erlangga;Gak iso donloawd;1;2021-04-19 06:26:48;NEGATIF;;;
angga yudha _2C;Masih banyak bug;3;2021-04-19 06:21:15;NEGATIF;;;
ershaalralphsalzar;Semuah nya harap hati-hati dengan aplikasi zoom meeting sangat berbahaya bagi guru-guru dan murid harap hati hati ya Kalo mau sekolah online pake aplikasi google meet aja ya Segini aja info dari saya terimakasih..?? #Zoom meeting sangat berbahaya;5;2021-04-19 06:19:36;POSITIF;;;
Muhammad Rifky;Aplikasi nya jelek saya masuk kok langsung keluar;1;2021-04-19 05:07:16;NEGATIF;;;
SaxzE Gaming;Error failed terus join;1;2021-04-19 04:43:38;NEGATIF;;;
Ami Surata;, ??;5;2021-04-19 03:11:12;POSITIF;;;
vio;"Suka force close kl lagi on cam. Padahal sinyal gak ada gangguan, lancar"" aj. Jd kalau lagi meet terganggu. Tolong pihak developer diperbaiki, terimakasih";2;2021-04-19 02:47:10;NEGATIF;;;
Umm Rizal;Aplikasi nya sangat bagus;5;2021-04-19 02:45:09;POSITIF;;;
Putri Ekaa;Cacat sial;1;2021-04-19 02:40:55;NEGATIF;;;
Mohhamad Azis;Ok;4;2021-04-19 02:24:34;POSITIF;;;
Grandong X skarat;Sugoi desu;5;2021-04-19 02:19:44;POSITIF;;;
NUR jayanto;Asu;5;2021-04-19 01:46:22;POSITIF;;;
Raiya Widiyantama;Khusus audionya di tingkatkan kualitas nya lagi;4;2021-04-19 01:38:45;POSITIF;;;
Desti Kireinakimi;Aplikasi ini sangat membantu-! Terima kasih-!!;5;2021-04-19 01:35:10;POSITIF;;;
WO MING;Nub;5;2021-04-19 01:33:45;POSITIF;;;
Riski Doni Damara;Kasih bintang segitu lah, kecewa banget.. Gimana sih ini caranya biar gak Flip kamerannya. Disaya tidak terlihat flip, namun di lihat dari teman-teman saya flip kameranya??;2;2021-04-19 01:33:08;NEGATIF;;;
Matheus Aribowo;Apakah di HP sudah bisa mengganti background dan tampilan lebih banyak?;5;2021-04-19 01:30:24;POSITIF;;;
Agustinus Giffardra Pradipta Narayudha;Tolong update sub Indonesia;5;2021-04-19 01:30:05;POSITIF;;;
Kang wibu;Kak tolong di perbaikin biar tidak keluar kalau sudah di perbaikin aku kasih bintang 5;1;2021-04-19 01:14:02;NEGATIF;;;
wenang bagus;Mantap;5;2021-04-19 01:00:01;POSITIF;;;
7E_SHELYAGUSTINA 2499;Bagus;5;2021-04-19 00:07:36;POSITIF;;;
Hann Ganz`;Meresahkan;2;2021-04-18 23:56:39;NEGATIF;;;
Lilik Wahyono;Apliksi ini bgus banget kalau di pakai buat sekolah online;5;2021-04-18 23:50:32;POSITIF;;;
resdian eka putra;Sekolah Tros;2;2021-04-18 23:39:08;NEGATIF;;;
Yati Fratmiatun;Great app;5;2021-04-18 22:57:38;POSITIF;;;
YT•FAQIH NATION24;Bagus banget;5;2021-04-18 22:54:00;POSITIF;;;
Muhammad Salman;Audio sering bermasah. Sudah 3× ganti headset masih tetap keluar lewat speaker audionya;1;2021-04-18 22:48:20;NEGATIF;;;
Ilfa Ali marta;Aplikasi bagusssss;1;2021-04-18 21:30:02;NEGATIF;;;
Fucek_ Squad 0502;Yah;5;2021-04-18 20:44:01;POSITIF;;;
SD_ Yos25;Mudah dan menyengkan;5;2021-04-18 19:15:49;POSITIF;;;
Xena Love MeyL. A/N;Coba dulu;1;2021-04-18 15:47:42;NEGATIF;;;
Firdani Boy Sembiring;Jelek;1;2021-04-18 13:37:43;NEGATIF;;;
Reyna Morena;Apk ini SanGat BaGus??;5;2021-04-18 12:54:32;POSITIF;;;
Badun Geming;GOOD;5;2021-04-18 11:48:18;POSITIF;;;
Intan Julia Pertiwi;Tampilan di hp mohon diperbaiki agar bisa melihat seluruh anggota. Thx;4;2021-04-18 10:58:49;POSITIF;;;
Alif GZ;Bagus buat meeting jarak jauh maupun buat daring;5;2021-04-18 09:34:17;POSITIF;;;
Laode David;aku suka;5;2021-04-18 09:31:06;POSITIF;;;
Sirajuddin Raani;Ok;5;2021-04-18 08:56:45;POSITIF;;;
Leora lynn tantowi;Bagus banget ya untuk sekolah!;5;2021-04-18 08:37:31;POSITIF;;;
Selvi Saleky;Sangat Baik;5;2021-04-18 08:36:48;POSITIF;;;
Ibnu dayak's Musa;Ok;5;2021-04-18 08:21:04;POSITIF;;;
Ipan Fadilah;bagus;5;2021-04-18 07:57:45;POSITIF;;;
Dini Ely Elvina;Sabgat baik;5;2021-04-18 04:39:56;POSITIF;;;
Gildran Saputra;Ujang gustomi;1;2021-04-18 04:06:48;NEGATIF;;;
reysha indrawijaya;Bagus;5;2021-04-18 03:37:47;POSITIF;;;
RAHMAT THAIFURI;Tingkat kan pelayanan nya;5;2021-04-18 02:33:39;POSITIF;;;
Tafia Putri Dwi Cahyani;Bagus tp kdg klo jaringan agak jelek share screen nya agak telat;4;2021-04-18 02:25:14;POSITIF;;;
Agnes Debataraja;Saya ingin bertanya, mengapa aplikasi ini sering tiba-tiba berhenti? Yang mengakibatkan saya keluar dari room rapat. Mohon tanggapan nya.;2;2021-04-18 01:43:56;NEGATIF;;;
Feni Sofiyani;Ini duja;1;2021-04-17 23:02:34;NEGATIF;;;
Sukarning Sih;Sangat membantu ????;5;2021-04-17 22:58:59;POSITIF;;;
Nurhayati Nurhayati;Membantu sekali untuk belajar online;5;2021-04-17 22:34:35;POSITIF;;;
Aya Asyifaqi;Gugel in bagus;1;2021-04-17 12:55:06;NEGATIF;;;
Mona amelia;Sukaa;5;2021-04-17 12:49:19;POSITIF;;;
26. Nazwa Putri;Bagus polll!!;5;2021-04-17 12:43:24;POSITIF;;;
Bastiar Nichol;Belajar mulu dah perasaan??;1;2021-04-17 12:10:44;NEGATIF;;;
12T1 DEVIKA NURILA PUTRI;Saya suka aplikasi ini bisa membantu saya terimakasih;5;2021-04-17 11:37:13;POSITIF;;;
YP Hadiyono Suprapto;??;5;2021-04-17 11:04:44;POSITIF;;;
Nurani Safitri;Kepada Gmeet kenapa setiap on cam selalu out sendiri, tolong dong ini sangat menggangu;2;2021-04-17 02:46:49;NEGATIF;;;
Johan Johan .mandrogrs;Aplikasi nya bagus tapi sering putus-putus;3;2021-04-17 02:27:47;NEGATIF;;;
Moh. Jailany;mantappp;5;2021-04-17 01:30:43;POSITIF;;;
Rizki Akbar Fadilla;Awokawok;1;2021-04-17 01:23:38;NEGATIF;;;
Nirmala Sari Putri;Nyeh aj;5;2021-04-16 20:17:41;POSITIF;;;
Dhe Ra;Tingkatkan lagi kestabilannya;5;2021-04-16 20:16:30;POSITIF;;;
Kus Irawan;Sangat buruk!!;1;2021-04-16 14:39:37;NEGATIF;;;
Minah Setiawan;??????????????????????????????????????????;5;2021-04-16 14:15:44;POSITIF;;;
Fiolina manurung;Ya bisa membantu lah??;4;2021-04-16 12:46:56;POSITIF;;;
KaVind _Playz Official;Tidak bisa berfungsi!;3;2021-04-16 12:07:38;NEGATIF;;;
Ropika Ropika;Apa liat²;5;2021-04-16 11:33:03;POSITIF;;;
Ratna Yuningsih;Saya suka sama gugle meet dan bisa video call masa pandemi vorono;4;2021-04-16 10:27:10;POSITIF;;;
Belajar Bersama;Bagus..;4;2021-04-16 09:33:28;POSITIF;;;
Amelia Azzahra;Love;5;2021-04-16 08:43:30;POSITIF;;;
Husna farah Zulfa;Cukup.;5;2021-04-16 06:39:47;POSITIF;;;
Alif Hermawan;Yamete Anying;1;2021-04-16 03:19:02;NEGATIF;;;
Umul Eyal- Fajariyah Hermawan;buruk sekali..susah ubded;1;2021-04-16 02:50:58;NEGATIF;;;
Dianita Ekaning Tyas;Bagus;1;2021-04-16 02:07:45;NEGATIF;;;
yuniar dwi;Y.;1;2021-04-16 02:04:47;NEGATIF;;;
Imam Samoedra;Nanti kalau bagus aq kasih bintang 5;3;2021-04-16 01:43:39;NEGATIF;;;
putri gladis putri gadis agustina;Aplikasi ini berfungsi banget buat sekolah ,makasih ????;5;2021-04-16 01:38:34;POSITIF;;;
Putri Anggun;Saya sangat senang bisa menggunakan aplikasi ini;5;2021-04-16 01:37:54;POSITIF;;;
Srie Dewikora ningsih;Sangat bagus;5;2021-04-16 01:31:10;POSITIF;;;
ImPotato;Napa sih sayang nya google meet telah berhenti mulu. AAAAARRGGHHHH hp ku kentang atau apk nya error;1;2021-04-16 01:27:16;NEGATIF;;;
Roblox Wolf Noel;Aplikasi ini bagus bisa buat rapat dan sebagainya tapi kadang masih banyak masalah kaya kameranya ga bisa dinyalakan terus audio sama video nya ga singkron juga kadang pembaruan layar presentasinya lambat nanti kalau udh betul saya kasih bintang 5 deh.;4;2021-04-16 01:22:55;POSITIF;;;
heri pujianto;Ini kenapa playstore gk bisa dipakai buat download & upgrade??? Sampai ganti pakai 3 jaringan seluler gk bisa2 dari kemarin. Pakai wifi pun juga gk bisa, ada apa ini dgn playstore?? ????????;3;2021-04-16 01:19:11;NEGATIF;;;
katai yt;Tertunda terus;1;2021-04-16 01:04:57;NEGATIF;;;
voxy;fitur yang ditawarkan memadai, walaupun untuk teks subs translate nya belum sempurna.;4;2021-04-16 00:18:17;POSITIF;;;
Vally Rian natasya;Suka lama laoding kalo mau masuk ke rapat??;3;2021-04-16 00:15:09;NEGATIF;;;
deden padilah;Sangat membantu;5;2021-04-16 00:09:23;POSITIF;;;
Mauris Gaming;Sebenarnya aku benci bet harus vc bareng guru,tapi aku kasih bintang 5 supaya mendukung developernya aja;5;2021-04-15 23:39:41;POSITIF;;;
Soleh Rivansyah;Piling gud aplikasi baguss,dah ya jangan bersedih lagi,kan sudah d kasih bintang 5.??;5;2021-04-15 21:11:19;POSITIF;;;
Rian kasela;aku download ini cuma buat sekolh njir;1;2021-04-15 20:34:23;NEGATIF;;;
FELICIA VALENTINE ANG;Ok;5;2021-04-15 20:25:17;POSITIF;;;
Sweet Corn;Knp gabisa di Download yaa?????;1;2021-04-15 20:09:23;NEGATIF;;;
Rica;Good;5;2021-04-15 17:41:56;POSITIF;;;
Rukmanda Karyadi;????????????;4;2021-04-15 17:26:33;POSITIF;;;
meisy ptr;Pengen download ni app lama bettttttt;3;2021-04-15 16:19:24;NEGATIF;;;
Fadila Ramadhani;Bagus sekali saya sngat suka;5;2021-04-15 15:41:43;POSITIF;;;
Aditya Saputra;Bagusssss?????;5;2021-04-15 15:09:27;POSITIF;;;
Feby Bantaeng;Knp yah klo saya lagi belajar online, guru shere screen ngga keliatan. Jaringan juga bagus karna saya sama teman selalu belajar dirumah saya di teman saya screen nya keluar klo sama saya ngga keluar tolong di perbaiki;2;2021-04-15 13:21:22;NEGATIF;;;
Febri Sandriya;Good;5;2021-04-15 12:14:18;POSITIF;;;
Adli Akam04;Mantap;5;2021-04-15 12:01:40;POSITIF;;;
Sulthan Ridwan azis;Si utan bau;5;2021-04-15 08:59:36;POSITIF;;;
Faiz Ridwan;Aplikasi nya bagus;5;2021-04-15 08:47:25;POSITIF;;;
Diah Bulan;Bagus banget;5;2021-04-15 08:15:32;POSITIF;;;
muhammad irsyad;Aplikasi ini bagus, tapi playstore nya jelek;1;2021-04-15 07:16:24;NEGATIF;;;
